State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File,Full_Location,Latitude,Longitude,Latitude_rad,Longitude_rad,Cluster_500m,Cluster_1000m,Cluster_2000m
OSUN,ATAKUMOSA EAST,IPERINDO,29-01-04-007,"CENT. PRY. SCHOOL, AASA",252,724,True,-1,False,True,False,False,UNKNOWN,2,0,246,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/95957/result_37850_1677589766_thumb.jpg,"CENT. PRY. SCHOOL, AASA, IPERINDO, ATAKUMOSA EAST, OSUN, Nigeria",7.4956801,4.8235509,0.13082429742121782,0.08418684484253575,0,0,2
OSUN,ATAKUMOSA EAST,IPERINDO,29-01-04-008,OPEN SPACE AYENI/TEMIDIRE,95,359,True,-1,False,False,False,False,UNKNOWN,22,1,72,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/04/pu/008/008-1677370358.pdf,"OPEN SPACE AYENI/TEMIDIRE, IPERINDO, ATAKUMOSA EAST, OSUN, Nigeria",7.4956801,4.8235509,0.13082429742121782,0.08418684484253575,0,0,2
OSUN,ATAKUMOSA EAST,ETI-ONI,29-01-05-001,ETI ONI OPEN SPACE,114,536,True,-1,False,False,False,False,UNKNOWN,5,1,106,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/001/001-1677368853.pdf,"ETI ONI OPEN SPACE, ETI-ONI, ATAKUMOSA EAST, OSUN, Nigeria",7.3892357,4.7555688,0.12896649217090797,0.08300033336511571,-1,-1,-1
OSUN,ATAKUMOSA EAST,ETI-ONI,29-01-05-002,"L.A. PRY. SCHOOL, ALADODO",132,490,True,-1,False,False,False,False,UNKNOWN,1,3,125,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/002/002-1677370229.pdf,"L.A. PRY. SCHOOL, ALADODO, ETI-ONI, ATAKUMOSA EAST, OSUN, Nigeria",7.392688,4.767194,0.12902674617267457,0.08320323138131856,-1,-1,-1
OSUN,ATAKUMOSA EAST,ETI-ONI,29-01-05-003,"ANG. PRY. SCHOOL, ALARERE",174,724,True,-1,False,False,False,False,UNKNOWN,7,0,165,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/003/003-1677371308.pdf,"ANG. PRY. SCHOOL, ALARERE, ETI-ONI, ATAKUMOSA EAST, OSUN, Nigeria",7.395267,4.688764,0.12907175821408348,0.0818343696489794,-1,-1,-1
OSUN,ATAKUMOSA EAST,ETI-ONI,29-01-05-004,COURT HALL ITAPA,249,815,True,-1,False,False,False,False,UNKNOWN,6,0,238,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/004/004-1677370933.pdf,"COURT HALL ITAPA, ETI-ONI, ATAKUMOSA EAST, OSUN, Nigeria",7.4174486,4.763334,0.12945890016744388,0.08313586167219159,-1,-1,-1
OSUN,ATAKUMOSA EAST,ETI-ONI,29-01-05-005,"MATERNITY CENTRE, ILORO",196,673,True,-1,False,False,False,False,UNKNOWN,81,0,113,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/005/005-1677371731.pdf,"MATERNITY CENTRE, ILORO, ETI-ONI, ATAKUMOSA EAST, OSUN, Nigeria",7.346617,4.722117,0.12822265553298826,0.08241648931439707,-1,-1,-1
OSUN,ATAKUMOSA EAST,ETI-ONI,29-01-05-006,OPEN SPACE TEMIDIRE I,170,628,True,-1,False,False,False,False,UNKNOWN,7,0,157,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/006/006-1677372090.pdf,"OPEN SPACE TEMIDIRE I, ETI-ONI, ATAKUMOSA EAST, OSUN, Nigeria",7.3892357,4.7555688,0.12896649217090797,0.08300033336511571,-1,-1,-1
OSUN,ATAKUMOSA EAST,ETI-ONI,29-01-05-007,"OPEN SPACE, TEMIDIRE II",171,554,True,-1,False,False,False,False,UNKNOWN,4,0,162,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/007/007-1677369401.pdf,"OPEN SPACE, TEMIDIRE II, ETI-ONI, ATAKUMOSA EAST, OSUN, Nigeria",7.3892357,4.7555688,0.12896649217090797,0.08300033336511571,-1,-1,-1
OSUN,ATAKUMOSA EAST,AYEGUNLE,29-01-06-002,"L.A. PRY. SCHOOL, AJIDO",221,667,True,-1,False,False,False,False,UNKNOWN,71,0,144,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3704/ward/24394/pu/97068/97068-1677521849.pdf,"L.A. PRY. SCHOOL, AJIDO, AYEGUNLE, ATAKUMOSA EAST, OSUN, Nigeria",7.464506,4.762519,0.13028020673487184,0.08312163723878782,-1,-1,1
OSUN,ATAKUMOSA EAST,AYEGUNLE,29-01-06-004,C.A.C. PRY. SCHOOL AKANNI,84,379,True,-1,False,False,False,False,UNKNOWN,3,0,78,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/06/pu/004/004-1677363161.pdf,"C.A.C. PRY. SCHOOL AKANNI, AYEGUNLE, ATAKUMOSA EAST, OSUN, Nigeria",7.446358,4.790128,0.12996346438221992,0.08360350519197095,-1,-1,-1
OSUN,ATAKUMOSA EAST,AYEGUNLE,29-01-06-006,ITAMERIN,95,400,True,-1,True,False,False,False,UNKNOWN,29,0,60,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/06/pu/006/006-1677423651.pdf,"ITAMERIN, AYEGUNLE, ATAKUMOSA EAST, OSUN, Nigeria",7.4664825,4.7795149,0.13031470316753752,0.08341827165312753,-1,-1,1
OSUN,ATAKUMOSA EAST,FOREST RESERVE  1,29-01-07-003,SOKOTO I,213,591,True,-1,False,False,False,False,UNKNOWN,80,2,130,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/07/pu/003/003-1677366589.pdf,"SOKOTO I, FOREST RESERVE  1, ATAKUMOSA EAST, OSUN, Nigeria",7.4771604,4.7898731,0.1305010676797362,0.0835990563477076,1,1,1
