State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File,Full_Location,Latitude,Longitude,Latitude_rad,Longitude_rad,Cluster_500m,Cluster_1000m,Cluster_2000m
OSUN,EDE NORTH,ALUSEKERE,29-07-05-001,ISEKI OLOTI,303,642,True,-1,False,False,False,False,UNKNOWN,62,3,223,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/05/pu/001/001-1677378236.pdf,"ISEKI OLOTI, ALUSEKERE, EDE NORTH, OSUN, Nigeria",7.7236651,4.4851265,0.1348033863163771,0.07828022479344945,27,33,32
OSUN,EDE NORTH,ALUSEKERE,29-07-05-002,ALUSEKERE JUNCTION,297,549,True,-1,False,False,False,False,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/05/pu/002/002-1677382968.pdf,"ALUSEKERE JUNCTION, ALUSEKERE, EDE NORTH, OSUN, Nigeria",7.7344029,4.4431021,0.13499079628079774,0.07754676064727435,24,30,30
OSUN,EDE NORTH,ALUSEKERE,29-07-05-003,"L.A. PRY. SCHOOL, ALUSEKERE",415,861,True,-1,True,False,False,False,UNKNOWN,100,3,304,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/05/pu/003/003-1677381107.pdf,"L.A. PRY. SCHOOL, ALUSEKERE, ALUSEKERE, EDE NORTH, OSUN, Nigeria",7.7389671,4.4258053,0.13507045659851727,0.0772448745372154,24,30,30
OSUN,EDE NORTH,ALUSEKERE,29-07-05-004,"OWODE COMM. PRY SCHOOL,",771,2543,True,-1,False,False,False,False,UNKNOWN,217,147,380,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/05/pu/004/004-1677375794.pdf,"OWODE COMM. PRY SCHOOL,, ALUSEKERE, EDE NORTH, OSUN, Nigeria",7.729243,4.4696765,0.1349007390367241,0.07801057142401634,-1,-1,32
OSUN,EDE NORTH,ALUSEKERE,29-07-05-005,"L.A. PRY. SCHOOL, KAJOLA",275,732,True,-1,False,True,False,False,UNKNOWN,69,22,179,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/05/pu/005/005-1677376548.pdf,"L.A. PRY. SCHOOL, KAJOLA, ALUSEKERE, EDE NORTH, OSUN, Nigeria",7.7389671,4.4258053,0.13507045659851727,0.0772448745372154,24,30,30
OSUN,EDE NORTH,ALUSEKERE,29-07-05-006,LAPELEKE SQUARE I,125,275,True,-1,False,False,False,False,UNKNOWN,24,0,99,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/05/pu/006/006-1677382245.pdf,"LAPELEKE SQUARE I, ALUSEKERE, EDE NORTH, OSUN, Nigeria",7.7236651,4.4851265,0.1348033863163771,0.07828022479344945,27,33,32
OSUN,EDE NORTH,ALUSEKERE,29-07-05-007,LAPELEKE SQUARE II (OPEN SPACE),170,293,True,-1,False,False,False,False,UNKNOWN,51,2,110,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/05/pu/007/007-1677386930.pdf,"LAPELEKE SQUARE II (OPEN SPACE), ALUSEKERE, EDE NORTH, OSUN, Nigeria",7.7236651,4.4851265,0.1348033863163771,0.07828022479344945,27,33,32
OSUN,EDE NORTH,ALUSEKERE,29-07-05-010,OPEN SPACE JAGUN ODOMU VILLAGE,154,278,True,-1,False,False,False,False,UNKNOWN,26,0,123,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/05/pu/010/010-1677377395.pdf,"OPEN SPACE JAGUN ODOMU VILLAGE, ALUSEKERE, EDE NORTH, OSUN, Nigeria",7.6534326,4.4215849,0.13357759794947016,0.07717121466146422,-1,-1,-1
OSUN,EDE NORTH,ALUSEKERE,29-07-05-011,OPEN SPACE ABA OLASUPO,161,257,True,-1,False,False,False,False,UNKNOWN,32,0,123,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/05/pu/011/011-1677387484.pdf,"OPEN SPACE ABA OLASUPO, ALUSEKERE, EDE NORTH, OSUN, Nigeria",7.7236651,4.4851265,0.1348033863163771,0.07828022479344945,27,33,32
OSUN,EDE NORTH,ALUSEKERE,29-07-05-012,ELERE EGBEJODA,138,246,True,-1,False,False,False,False,UNKNOWN,15,4,108,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/05/pu/012/012-1677378187.pdf,"ELERE EGBEJODA, ALUSEKERE, EDE NORTH, OSUN, Nigeria",7.7236651,4.4851265,0.1348033863163771,0.07828022479344945,27,33,32
OSUN,EDE NORTH,ALUSEKERE,29-07-05-013,ADEJUWON OJORO MARKET,257,413,True,-1,False,False,False,False,UNKNOWN,94,2,156,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/05/pu/013/013-1677386151.pdf,"ADEJUWON OJORO MARKET, ALUSEKERE, EDE NORTH, OSUN, Nigeria",7.7236651,4.4851265,0.1348033863163771,0.07828022479344945,27,33,32
OSUN,EDE NORTH,SABO/AGBONGBE I,29-07-06-001,"L.A. PRY. SCHOOL, AGBONGBE",209,494,True,-1,False,False,False,False,UNKNOWN,66,4,134,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/06/pu/001/001-1677376858.pdf,"L.A. PRY. SCHOOL, AGBONGBE, SABO/AGBONGBE I, EDE NORTH, OSUN, Nigeria",7.7389671,4.4258053,0.13507045659851727,0.0772448745372154,24,30,30
OSUN,EDE NORTH,SABO/AGBONGBE I,29-07-06-002,"7, ARAROMI STREET EDE",242,566,True,-1,False,True,False,False,UNKNOWN,105,0,114,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/06/pu/002/002-1677376988.pdf,"7, ARAROMI STREET EDE, SABO/AGBONGBE I, EDE NORTH, OSUN, Nigeria",7.7465411,4.4342872,0.1352026478360633,0.0773929116190403,24,30,30
OSUN,EDE NORTH,SABO/AGBONGBE I,29-07-06-004,OPEN SPACE BETH-AFRICA CHURCH SCHOOL,245,557,True,-1,False,True,False,False,UNKNOWN,81,9,145,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/06/pu/004/004-1677412738.pdf,"OPEN SPACE BETH-AFRICA CHURCH SCHOOL, SABO/AGBONGBE I, EDE NORTH, OSUN, Nigeria",7.7465411,4.4342872,0.1352026478360633,0.0773929116190403,24,30,30
OSUN,EDE NORTH,SABO/AGBONGBE I,29-07-06-005,AKINLADE SQUARE (ONIMALU),277,640,True,-1,False,False,False,False,UNKNOWN,114,3,151,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/06/pu/005/005-1677376824.pdf,"AKINLADE SQUARE (ONIMALU), SABO/AGBONGBE I, EDE NORTH, OSUN, Nigeria",7.7465411,4.4342872,0.1352026478360633,0.0773929116190403,24,30,30
OSUN,EDE NORTH,SABO/AGBONGBE I,29-07-06-006,OSUN AGBENI JUNCTION,285,659,True,-1,False,False,False,False,UNKNOWN,113,5,160,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/06/pu/006/006-1677415089.pdf,"OSUN AGBENI JUNCTION, SABO/AGBONGBE I, EDE NORTH, OSUN, Nigeria",7.7095147,4.4575071,0.13455641524590287,0.07779817532602414,-1,-1,30
OSUN,EDE NORTH,SABO/AGBONGBE I,29-07-06-007,ELERIN JUNCTION (OPP. MOSQUE),179,515,True,-1,False,False,False,False,UNKNOWN,50,0,114,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/06/pu/007/007-1677381225.pdf,"ELERIN JUNCTION (OPP. MOSQUE), SABO/AGBONGBE I, EDE NORTH, OSUN, Nigeria",7.7447921,4.4350971,0.1351721220274459,0.07740704704065221,24,30,30
OSUN,EDE NORTH,SABO/AGBONGBE I,29-07-06-008,ELERIN JUNCTION (OPEN SPACE),136,362,True,-1,False,True,False,False,UNKNOWN,42,1,87,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/06/pu/008/008-1677379148.pdf,"ELERIN JUNCTION (OPEN SPACE), SABO/AGBONGBE I, EDE NORTH, OSUN, Nigeria",7.7447921,4.4350971,0.1351721220274459,0.07740704704065221,24,30,30
OSUN,EDE NORTH,SABO/AGBONGBE I,29-07-06-009,AJIBOLU SQUARE EDE,232,489,True,-1,False,False,False,False,UNKNOWN,61,0,165,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/06/pu/009/009-1677428364.pdf,"AJIBOLU SQUARE EDE, SABO/AGBONGBE I, EDE NORTH, OSUN, Nigeria",7.7304127,4.4377033,0.13492115415298464,0.07745253381161768,24,30,30
OSUN,EDE NORTH,SABO/AGBONGBE I,29-07-06-010,OLAOLU N/P SCHOOL ,186,482,True,-1,False,False,False,False,UNKNOWN,64,1,116,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/06/pu/010/010-1677378169.pdf,"OLAOLU N/P SCHOOL , SABO/AGBONGBE I, EDE NORTH, OSUN, Nigeria",7.7465411,4.4342872,0.1352026478360633,0.0773929116190403,24,30,30
OSUN,EDE NORTH,SABO/AGBONGBE I,29-07-06-011,"NO. 11, BOLANLE'S STREET, SABO",245,640,True,-1,False,False,False,False,UNKNOWN,68,2,167,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/06/pu/011/011-1677380833.pdf,"NO. 11, BOLANLE'S STREET, SABO, SABO/AGBONGBE I, EDE NORTH, OSUN, Nigeria",7.7460058,4.4389779,0.13519330508857738,0.0774747797782636,24,30,30
OSUN,EDE NORTH,SABO/AGBONGBE II,29-07-07-001,BESIDE EBELOMO IND.,194,750,True,-1,False,False,False,False,UNKNOWN,50,14,0,127,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/96488/result_38463_1677512588_thumb.jpg,"BESIDE EBELOMO IND., SABO/AGBONGBE II, EDE NORTH, OSUN, Nigeria",7.7564943,4.4542311,0.1353763639471728,0.0777409983397288,-1,-1,30
OSUN,EDE NORTH,SABO/AGBONGBE II,29-07-07-002,GARAGE:  ENTRANCE( OKE GADA),258,694,True,-1,False,False,False,False,UNKNOWN,72,11,164,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/07/pu/002/002-1677386159.pdf,"GARAGE:  ENTRANCE( OKE GADA), SABO/AGBONGBE II, EDE NORTH, OSUN, Nigeria",7.7499023,4.4365883,0.13526131184288134,0.07743307339045795,24,30,30
OSUN,EDE NORTH,SABO/AGBONGBE II,29-07-07-003,GARAGE ENTRANCE OKE GADA OPEN SQUARE,209,575,True,-1,False,False,False,False,UNKNOWN,53,3,149,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/07/pu/003/003-1677378911.pdf,"GARAGE ENTRANCE OKE GADA OPEN SQUARE, SABO/AGBONGBE II, EDE NORTH, OSUN, Nigeria",7.7499023,4.4365883,0.13526131184288134,0.07743307339045795,24,30,30
OSUN,EDE NORTH,SABO/AGBONGBE II,29-07-07-004,12 ARMY BARRACK'S ROAD,277,845,True,-1,False,False,False,False,UNKNOWN,22,12,160,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/96491/result_38466_1677558260_thumb.jpg,"12 ARMY BARRACK'S ROAD, SABO/AGBONGBE II, EDE NORTH, OSUN, Nigeria",7.7552817,4.4317205,0.13535520008466312,0.07734811425312936,-1,30,30
OSUN,EDE NORTH,SABO/AGBONGBE II,29-07-07-005,CAMP. YOUNG AREA (OPP. SAW MILLS),273,835,True,-1,False,True,False,False,UNKNOWN,78,28,157,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/07/pu/005/005-1677377103.pdf,"CAMP. YOUNG AREA (OPP. SAW MILLS), SABO/AGBONGBE II, EDE NORTH, OSUN, Nigeria",7.7601291,4.4475823,0.1354398031748243,0.07762495488842219,-1,-1,30
OSUN,EDE NORTH,SABO/AGBONGBE II,29-07-07-006,BARRACKS JUNCTION,206,750,True,-1,False,True,False,False,UNKNOWN,69,22,107,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/07/pu/006/006-1677375107.pdf,"BARRACKS JUNCTION, SABO/AGBONGBE II, EDE NORTH, OSUN, Nigeria",7.7564943,4.4542311,0.1353763639471728,0.0777409983397288,-1,-1,30
OSUN,EDE NORTH,SABO/AGBONGBE II,29-07-07-007,"NO. 1, ALABI STREET,",274,813,True,-1,False,False,False,False,UNKNOWN,74,9,176,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/07/pu/007/007-1677381560.pdf,"NO. 1, ALABI STREET,, SABO/AGBONGBE II, EDE NORTH, OSUN, Nigeria",7.7534767,4.5179119,0.13532369689166462,0.0788524379700328,-1,-1,26
OSUN,EDE NORTH,SABO/AGBONGBE II,29-07-07-008,"NO. 6, OKEGADA OSOGBO ROAD, (S.K. MECH)",284,792,True,-1,False,False,False,False,UNKNOWN,90,10,175,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/07/pu/008/008-1677375721.pdf,"NO. 6, OKEGADA OSOGBO ROAD, (S.K. MECH), SABO/AGBONGBE II, EDE NORTH, OSUN, Nigeria",7.7499023,4.4365883,0.13526131184288134,0.07743307339045795,24,30,30
OSUN,EDE NORTH,SABO/AGBONGBE II,29-07-07-010,MAPO AROGUN COMM. HIGH SCHOOL,347,907,True,-1,False,False,False,False,UNKNOWN,93,20,220,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/07/pu/010/010-1677384485.pdf,"MAPO AROGUN COMM. HIGH SCHOOL, SABO/AGBONGBE II, EDE NORTH, OSUN, Nigeria",7.7564943,4.4542311,0.1353763639471728,0.0777409983397288,-1,-1,30
OSUN,EDE NORTH,ISIBO/BUARI-ISOLA,29-07-08-001,CUSTOMARY COURT,177,581,True,-1,False,False,False,False,UNKNOWN,69,9,99,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/08/pu/001/001-1677367112.pdf,"CUSTOMARY COURT, ISIBO/BUARI-ISOLA, EDE NORTH, OSUN, Nigeria",7.7356782,4.4368602,0.1350130544647484,0.07743781894069411,24,30,30
OSUN,EDE NORTH,ISIBO/BUARI-ISOLA,29-07-08-002,"10, OTUN OMIDE SQUARE",206,439,True,-1,False,False,False,False,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/08/pu/002/002-1677367127.pdf,"10, OTUN OMIDE SQUARE, ISIBO/BUARI-ISOLA, EDE NORTH, OSUN, Nigeria",7.7378545,4.4320054,0.13505103806525956,0.0773530866961683,24,30,30
OSUN,EDE NORTH,ISIBO/BUARI-ISOLA,29-07-08-003,BESIDE THE TOWN HALL ,143,389,True,-1,False,False,False,False,UNKNOWN,49,1,87,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/08/pu/003/003-1677365470.pdf,"BESIDE THE TOWN HALL , ISIBO/BUARI-ISOLA, EDE NORTH, OSUN, Nigeria",7.7356782,4.4368602,0.1350130544647484,0.07743781894069411,24,30,30
OSUN,EDE NORTH,ISIBO/BUARI-ISOLA,29-07-08-005,DAUDU FOLARIN COMP.,210,501,True,-1,True,True,False,False,UNKNOWN,61,3,120,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/08/pu/005/005-1677368077.pdf,"DAUDU FOLARIN COMP., ISIBO/BUARI-ISOLA, EDE NORTH, OSUN, Nigeria",7.7356782,4.4368602,0.1350130544647484,0.07743781894069411,24,30,30
OSUN,EDE NORTH,ISIBO/BUARI-ISOLA,29-07-08-006,150A STATION ROAD EDE,207,472,True,-1,False,False,False,False,UNKNOWN,47,4,151,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/08/pu/006/006-1677366945.pdf,"150A STATION ROAD EDE, ISIBO/BUARI-ISOLA, EDE NORTH, OSUN, Nigeria",7.7175554,4.4458264,0.134696751935068,0.07759430865208643,-1,-1,30
OSUN,EDE NORTH,ISIBO/BUARI-ISOLA,29-07-08-008,SOORO/ABANGBE INF. OF MOSQUE,212,464,True,-1,False,False,False,False,UNKNOWN,58,1,126,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/08/pu/008/008-1677368861.pdf,"SOORO/ABANGBE INF. OF MOSQUE, ISIBO/BUARI-ISOLA, EDE NORTH, OSUN, Nigeria",7.7359858,4.4379687,0.13501842309752754,0.07745716591545247,24,30,30
OSUN,EDE NORTH,ISIBO/BUARI-ISOLA,29-07-08-009,"56, AKODA COMP.S AGATE ROAD",159,343,True,-1,False,True,False,False,UNKNOWN,270,0,124,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/08/pu/009/009-1677365933.pdf,"56, AKODA COMP.S AGATE ROAD, ISIBO/BUARI-ISOLA, EDE NORTH, OSUN, Nigeria",7.7356782,4.4368602,0.1350130544647484,0.07743781894069411,24,30,30
OSUN,EDE NORTH,ISIBO/BUARI-ISOLA,29-07-08-010,PERE LANE I,205,520,True,-1,False,False,False,False,UNKNOWN,74,0,130,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/08/pu/010/010-1677366756.pdf,"PERE LANE I, ISIBO/BUARI-ISOLA, EDE NORTH, OSUN, Nigeria",7.7356782,4.4368602,0.1350130544647484,0.07743781894069411,24,30,30
OSUN,EDE NORTH,ISIBO/BUARI-ISOLA,29-07-08-011,PERE LANE II OPEN SPACE,195,396,True,-1,False,False,False,False,UNKNOWN,68,4,121,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/08/pu/011/011-1677365429.pdf,"PERE LANE II OPEN SPACE, ISIBO/BUARI-ISOLA, EDE NORTH, OSUN, Nigeria",7.7356782,4.4368602,0.1350130544647484,0.07743781894069411,24,30,30
OSUN,EDE NORTH,ISIBO/BUARI-ISOLA,29-07-08-013,AGBALA (BEH. COOP. BUILDING),188,488,True,-1,False,True,False,False,UNKNOWN,47,3,137,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/08/pu/013/013-1677359358.pdf,"AGBALA (BEH. COOP. BUILDING), ISIBO/BUARI-ISOLA, EDE NORTH, OSUN, Nigeria",7.7369914,4.4347093,0.13503597412848561,0.07740027865381297,24,30,30
OSUN,EDE NORTH,APASO,29-07-09-001,"11, LAOYE",275,589,True,-1,False,False,False,False,UNKNOWN,88,2,169,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/09/pu/001/001-1677380641.pdf,"11, LAOYE, APASO, EDE NORTH, OSUN, Nigeria",7.7349674,4.4320915,0.13500064866442524,0.07735458942465427,24,30,30
OSUN,EDE NORTH,APASO,29-07-09-002,INFRONT OTANIOKU COMP.,186,352,True,-1,False,False,False,False,UNKNOWN,55,1,127,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/09/pu/002/002-1677376792.pdf,"INFRONT OTANIOKU COMP., APASO, EDE NORTH, OSUN, Nigeria",7.7411494,4.4317144,0.13510854491878355,0.07734800778804499,24,30,30
OSUN,EDE NORTH,APASO,29-07-09-003,1 AYOPE COMP.,248,499,True,-1,False,False,False,False,UNKNOWN,61,0,180,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/09/pu/003/003-1677380484.pdf,"1 AYOPE COMP., APASO, EDE NORTH, OSUN, Nigeria",7.7411494,4.4317144,0.13510854491878355,0.07734800778804499,24,30,30
OSUN,EDE NORTH,APASO,29-07-09-004,"18, JARIOGUN COMP.",210,418,True,-1,False,False,False,False,UNKNOWN,54,2,149,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/09/pu/004/004-1677379569.pdf,"18, JARIOGUN COMP., APASO, EDE NORTH, OSUN, Nigeria",7.7411494,4.4317144,0.13510854491878355,0.07734800778804499,24,30,30
OSUN,EDE NORTH,APASO,29-07-09-005,AGBOJA COMP.,295,554,True,-1,False,False,False,False,UNKNOWN,92,2,196,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/09/pu/005/005-1677382251.pdf,"AGBOJA COMP., APASO, EDE NORTH, OSUN, Nigeria",7.7411494,4.4317144,0.13510854491878355,0.07734800778804499,24,30,30
OSUN,EDE NORTH,APASO,29-07-09-007,"28, AGBERI COMP. OPP. MOSQUE",202,387,True,-1,False,False,False,False,UNKNOWN,48,2,148,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/09/pu/007/007-1677375791.pdf,"28, AGBERI COMP. OPP. MOSQUE, APASO, EDE NORTH, OSUN, Nigeria",7.7411494,4.4317144,0.13510854491878355,0.07734800778804499,24,30,30
OSUN,EDE NORTH,APASO,29-07-09-008,"133, OJULAREDE ST. ONISO COMP.",124,268,True,-1,False,False,False,False,UNKNOWN,49,0,75,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/09/pu/008/008-1677382992.pdf,"133, OJULAREDE ST. ONISO COMP., APASO, EDE NORTH, OSUN, Nigeria",7.7370198,4.4294192,0.13503646980199316,0.07730794899105321,24,30,30
OSUN,EDE NORTH,APASO,29-07-09-009,"133, OJULAREDE ST.(OPEN SPACE)",109,263,True,-1,False,False,False,False,UNKNOWN,35,2,70,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/09/pu/009/009-1677383837.pdf,"133, OJULAREDE ST.(OPEN SPACE), APASO, EDE NORTH, OSUN, Nigeria",7.7370198,4.4294192,0.13503646980199316,0.07730794899105321,24,30,30
OSUN,EDE NORTH,APASO,29-07-09-010,"32, APASO JUNCTION EDE",256,535,True,-1,False,False,False,False,UNKNOWN,104,4,143,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/09/pu/010/010-1677378009.pdf,"32, APASO JUNCTION EDE, APASO, EDE NORTH, OSUN, Nigeria",7.7411494,4.4317144,0.13510854491878355,0.07734800778804499,24,30,30
OSUN,EDE NORTH,ASUNMO,29-07-10-001,"ALAPA JUNCTION,EDE",331,859,True,-1,True,False,False,False,UNKNOWN,94,2,218,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/96521/result_38501_1677531020_thumb.jpg,"ALAPA JUNCTION,EDE, ASUNMO, EDE NORTH, OSUN, Nigeria",7.7377722,4.4323551,0.13504960165928517,0.07735919011256251,24,30,30
OSUN,EDE NORTH,ASUNMO,29-07-10-002,"OPEN SPACETALAFIA IMAM, EDE",229,750,True,-1,False,False,False,False,UNKNOWN,79,7,141,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/96522/result_38502_1677587247_thumb.jpg,"OPEN SPACETALAFIA IMAM, EDE, ASUNMO, EDE NORTH, OSUN, Nigeria",7.7338,4.4276,0.13498027369073745,0.07727619796130093,24,30,30
OSUN,EDE NORTH,ASUNMO,29-07-10-003,OPEN SPACE OLOSUN COMP. EDE,385,960,True,-1,False,True,False,False,UNKNOWN,108,6,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/96523/result_38503_1677587521_thumb.jpg,"OPEN SPACE OLOSUN COMP. EDE, ASUNMO, EDE NORTH, OSUN, Nigeria",7.7304127,4.4377033,0.13492115415298464,0.07745253381161768,24,30,30
OSUN,EDE NORTH,ASUNMO,29-07-10-004,"OPEN SPACE OKE OGOSUN, EDE",316,834,True,-1,False,False,False,False,UNKNOWN,107,2,193,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/96524/result_38504_1677588816_thumb.jpg,"OPEN SPACE OKE OGOSUN, EDE, ASUNMO, EDE NORTH, OSUN, Nigeria",7.7304127,4.4377033,0.13492115415298464,0.07745253381161768,24,30,30
OSUN,EDE NORTH,BARA EJEMU,29-07-11-001,BESIDE MUGBA MOSQUE,138,254,True,-1,True,True,False,False,UNKNOWN,25,0,105,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/11/pu/001/001-1677380311.pdf,"BESIDE MUGBA MOSQUE, BARA EJEMU, EDE NORTH, OSUN, Nigeria",7.7343638,4.4330008,0.1349901138570602,0.07737045970354264,24,30,30
OSUN,EDE NORTH,BARA EJEMU,29-07-11-002,AWO COMP.,202,374,True,-1,False,False,False,False,UNKNOWN,39,2,159,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/11/pu/002/002-1677377877.pdf,"AWO COMP., BARA EJEMU, EDE NORTH, OSUN, Nigeria",7.7343638,4.4330008,0.1349901138570602,0.07737045970354264,24,30,30
OSUN,EDE NORTH,BARA EJEMU,29-07-11-007,AIPOLA COMP.,231,543,True,-1,True,False,False,False,UNKNOWN,47,3,173,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/11/pu/007/007-1677379892.pdf,"AIPOLA COMP., BARA EJEMU, EDE NORTH, OSUN, Nigeria",7.7343638,4.4330008,0.1349901138570602,0.07737045970354264,24,30,30
OSUN,EDE SOUTH,BABANLA/AGATE,29-08-01-002,"AGATE SQUARE, EDE",334,879,True,-1,False,False,False,False,UNKNOWN,69,4,242,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/08/ward/01/pu/002/002-1677372264.pdf,"AGATE SQUARE, EDE, BABANLA/AGATE, EDE SOUTH, OSUN, Nigeria",7.733185,4.4399732,0.13496953991583768,0.0774921510403087,24,30,30
OSUN,EDE SOUTH,BABANLA/AGATE,29-08-01-004,ALUKAGUN COMP. EDE,354,806,True,-1,False,False,False,False,UNKNOWN,90,6,245,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/08/ward/01/pu/004/004-1677389465.pdf,"ALUKAGUN COMP. EDE, BABANLA/AGATE, EDE SOUTH, OSUN, Nigeria",7.7220018,4.4353065,0.13477435625492867,0.07741070176010588,-1,30,30
OSUN,EDE SOUTH,BABANLA/AGATE,29-08-01-006,LAKONU'S OGBAARAYIN'S COMP. EDE,273,656,True,-1,False,False,False,False,UNKNOWN,53,2,209,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/08/ward/01/pu/006/006-1677376725.pdf,"LAKONU'S OGBAARAYIN'S COMP. EDE, BABANLA/AGATE, EDE SOUTH, OSUN, Nigeria",7.7332967,4.438981,0.13497148944861218,0.07747483388347041,24,30,30
OSUN,EDE SOUTH,BABANLA/AGATE,29-08-01-007,OLUMOLE'S  COMP. EDE,368,799,True,-1,False,False,False,False,UNKNOWN,103,2,243,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/08/ward/01/pu/007/007-1677387615.pdf,"OLUMOLE'S  COMP. EDE, BABANLA/AGATE, EDE SOUTH, OSUN, Nigeria",7.7332967,4.438981,0.13497148944861218,0.07747483388347041,24,30,30
OSUN,EDE SOUTH,KUYE,29-08-02-002,"KUYE'S COMPOUND, EDE",370,854,True,-1,False,False,False,False,UNKNOWN,126,0,233,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/08/ward/02/pu/002/002-1677401704.pdf,"KUYE'S COMPOUND, EDE, KUYE, EDE SOUTH, OSUN, Nigeria",7.7304127,4.4377033,0.13492115415298464,0.07745253381161768,24,30,30
OSUN,EDE SOUTH,KUYE,29-08-02-003,"OLOKI JUNCTION, EDE",263,696,True,-1,False,False,False,False,UNKNOWN,65,3,183,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/08/ward/02/pu/003/003-1677398028.pdf,"OLOKI JUNCTION, EDE, KUYE, EDE SOUTH, OSUN, Nigeria",7.7304127,4.4377033,0.13492115415298464,0.07745253381161768,24,30,30
