State,LGA,Ward,PU-Code,PU-Name,APC,PDP,LP,NNPP,Latitude,Longitude,APC_Outlier_Score,PDP_Outlier_Score,LP_Outlier_Score,NNPP_Outlier_Score,Max_Outlier_Score
Osun,ORIADE,IJEBU-JESA,29-28-03-017,"ERUNKUNIPE HALL, IJEBU-JESA",82,88,4,0,7.6795774,4.8080048,0,2,0,1,2
Osun,ORIADE,ERIN-OKE,29-28-01-001,"POST OFFICE, ERIN OKE",92,123,7,1,7.5637863,4.8896709,0,0,0,2,2
Osun,AYEDAADE,GBONGAN RURAL,29-03-07-015,AKINJEPO VILLAGE,0,0,0,0,7.4386611,4.3359635,1,2,1,1,2
Osun,ILESA EAST,IMO,29-18-02-004,L.A. PRY. SCHOOL PREMISES,70,51,24,0,7.6296505,4.7722164,0,0,2,1,2
Osun,ILESA EAST,IMO,29-18-02-007,OLD WATER WORKS,0,0,0,0,7.6230431,4.7846938,1,1,2,0,2
Osun,EGBEDORE,OKINNI/OLORUNSOGO/OFATEDO,29-09-10-006,"ST. GEORGES R.C.M PRY. SCHOOL, OFATEDO",94,193,61,1,7.769643,4.5107815,1,1,2,1,2
Osun,EJIGBO,IFEODAN 'B'/MASIFA,29-10-08-004,OGURO/IFE ODAN /MASIFA  JUNCTION,191,231,6,0,7.892321,4.2563492,2,2,1,1,2
Osun,EJIGBO,IFEODAN 'B'/MASIFA,29-10-08-002,TEMIDIRE BALOGUN,117,131,4,1,7.894045,4.2581865,1,1,0,2,2
Osun,EJIGBO,ELEJIGBO/AYEGBOGBO,29-10-05-005,DAKOLEBU JUNCTION,170,76,7,1,7.8964509,4.2974547,1,0,0,2,2
Osun,EJIGBO,ELEJIGBO 'D'/EJEMU,29-10-04-008,APANPA AJILA OSUNFIADE,0,0,0,0,7.5128574,4.372894,1,2,0,0,2
Osun,EJIGBO,ELEJIGBO 'D'/EJEMU,29-10-04-003,MAGISTRATE COURT,164,75,1,1,7.5128574,4.372894,2,1,0,2,2
Osun,EJIGBO,ELEJIGBO 'D'/EJEMU,29-10-04-002,OLOWOLA/OLOGBIN,192,85,74,0,7.9027251,4.3150252,0,0,2,0,2
Osun,EJIGBO,ELEJIGBO 'D'/EJEMU,29-10-04-001,OKE BALOGUN BAPT. DAY SCHOOL,210,57,1,0,7.9543857,4.3423962,0,0,2,0,2
Osun,EJIGBO,ELEJIGBO 'C'/MAPO,29-10-03-002,OGBOMOSO MOTOR PARK,171,118,0,0,7.9162259,4.3157467,0,0,2,0,2
Osun,BOLUWADURO,ERIPA,29-05-07-004,POLICE POST,61,163,5,0,7.8040293,4.5557359,2,0,2,2,2
Osun,BOLUWADURO,ERIPA,29-05-07-006,COMMUNITY GRAMMAR SCHOOL,80,140,1,0,7.9433354,4.7383843,0,0,2,0,2
Osun,EJIGBO,ELEJIGBO 'B'/OSOLO,29-10-02-003,"A.U.D.PRY. SCHOOL, II",14,48,4,0,7.8954066,4.3138352,2,0,0,0,2
Osun,EJIGBO,ELEJIGBO 'A',29-10-01-005,BADA SAKASAKA,229,128,10,1,7.9140377,4.3038709,2,0,0,1,2
Osun,BOLUWADURO,OKE-IRUN,29-05-08-004,AJEBANDELE VILLAGE,47,23,0,0,7.9262356,4.8054142,2,1,1,2,2
Osun,EGBEDORE,OKINNI/OLORUNSOGO/OFATEDO,29-09-10-003,OSUN BUKOLA JUNCTION,91,34,30,1,7.8156959,4.5275325,2,0,2,1,2
Osun,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-006,"O.A.U. QUARTERS, 1ST BUS STOP",80,10,60,0,7.5195943,4.5323669,1,2,2,0,2
Osun,EGBEDORE,OKINNI/OLORUNSOGO/OFATEDO,29-09-10-002,DADA ESTATE OLORUNSOGO,89,18,47,2,7.7912419,4.5204793,1,1,2,2,2
Osun,EGBEDORE,OKINNI/OLORUNSOGO/OFATEDO,29-09-10-001,DADA ESTATE OLORUNSOGO,122,116,102,5,7.7912419,4.5204793,1,1,2,1,2
Osun,EGBEDORE,IWOYE/IDOO/ORIGO,29-09-07-002,IDOO VILLAGE,152,162,6,0,7.7210987,4.372894,2,1,0,1,2
Osun,EGBEDORE,IRA GBERI II,29-09-06-004,"DAODU AREA, IRAGBERI",160,139,1,1,7.7831581,4.3655059,0,1,0,2,2
Osun,EGBEDORE,IRA GBERI II,29-09-06-003,OLOSI AREA IRAGBERI,103,220,5,0,7.7831581,4.3655059,1,2,0,0,2
Osun,EGBEDORE,IRA GBERI II,29-09-06-001,"BAPTIST DAY PRY. SCHOOL, IRAGBERI",108,240,4,0,7.7813259,4.3666383,0,2,0,0,2
Osun,EGBEDORE,IDO-OSUN,29-09-04-005,"COMMUNITY PRY. SCHOOL, EGBEDI",109,152,16,2,7.7993364,4.4719294,2,0,0,1,2
Osun,EGBEDORE,ARA II,29-09-03-003,"BAPTIST DAY PRY SCHOOL, ARA",96,128,20,1,7.8535468,4.3841589,0,1,0,2,2
Osun,EGBEDORE,ARA I,29-09-02-005,ARO ALARA VILLAGE,32,56,0,0,7.8421697,4.3794799,0,2,0,1,2
Osun,EDE SOUTH,LOOGUN,29-08-10-004,"C.A.C PRY. SCHOOL, EGBEDA LOOGUN",105,241,2,0,7.7362614,4.4254837,0,2,0,0,2
Osun,EDE SOUTH,LOOGUN,29-08-10-003,ALADUN OSUN VILLAGE,11,85,0,0,7.6651122,4.387352,1,2,0,1,2
Osun,EDE SOUTH,OLOKI/AKODA,29-08-09-008,"COMMUNITY PRY. SCHOOL, OLUWERE",0,0,0,0,7.7146527,4.4891506,2,1,0,1,2
Osun,EDE SOUTH,OLOKI/AKODA,29-08-09-007,AYEGBAMI VILLAGE,15,76,0,0,7.6644817,4.4490836,0,2,0,2,2
Osun,EJIGBO,IFEODAN 'B'/MASIFA,29-10-08-005,"CO-OP. OFFICE, MASIFA",183,214,4,0,7.8930115,4.257288,2,2,1,0,2
Osun,EJIGBO,IFEODAN 'B'/MASIFA,29-10-08-006,OGURO MARKET SQUARE,81,174,3,0,7.894045,4.2581865,2,1,0,0,2
Osun,EJIGBO,IFEODAN 'B'/MASIFA,29-10-08-007,OGURO-ISANKO POSTAL AGENCY,74,191,1,0,7.9257594,4.2343472,2,0,0,0,2
Osun,EJIGBO,ILAWO/ISOKO/ISUNDUNRIN,29-10-09-001,ILAWO TOWN HALL,68,145,0,1,7.8098173,4.2769281,0,0,1,2,2
Osun,IFE CENTRAL,ILARE IV,29-11-04-013,METHODIST PRY. SCHOOL,91,53,7,0,7.4900329,4.5528526,0,0,0,2,2
Osun,IFE CENTRAL,ILARE IV,29-11-04-012,METHODIST PRY. SCHOOL,135,110,7,15,7.4900329,4.5528526,0,2,0,2,2
Osun,IFE CENTRAL,ILARE IV,29-11-04-010,"A.U.I PRY. SCHOOL,OLAOLU",134,90,12,21,7.4926433,4.5532555,0,0,0,2,2
Osun,IFE CENTRAL,ILARE II,29-11-02-014,OPEN SPACE IBUKUNOLU LINE  I,74,26,6,0,7.5554803,4.5315029,0,1,2,1,2
Osun,IFE CENTRAL,ILARE II,29-11-02-009,"L.A. PRY. SCHOOL, FAJUYI",124,106,30,1,7.4920172,4.5567206,0,2,0,0,2
Osun,IFE CENTRAL,ILARE II,29-11-02-007,OPEN SPACE IREBAMI LINE I,70,49,11,0,7.5554803,4.5315029,0,1,2,1,2
Osun,IFE CENTRAL,ILARE II,29-11-02-005,OPEN SPACE IREBAMI LINE I,49,51,8,0,7.5554803,4.5315029,0,1,2,1,2
Osun,IFE CENTRAL,ILARE II,29-11-02-002,AJEGUNLE OPP. OLOWO IDI-AGBON I,92,51,14,0,7.497986,4.5621556,2,0,1,1,2
Osun,IFE CENTRAL,ILARE II,29-11-02-001,AJEGUNLE OPP. OLOWO IDI-AGBON I,86,89,17,0,7.497986,4.5621556,2,0,1,1,2
Osun,IFE CENTRAL,ILARE I,29-11-01-015,ORANMIYAN GRAMMAR SCHOOL,139,65,18,0,7.494126,4.5541598,0,0,1,2,2
Osun,IFE CENTRAL,ILARE I,29-11-01-013,SIJUWADE NURS/PRY. SCHOOL,186,75,12,0,7.5032013,4.5518856,1,0,1,2,2
Osun,IFE CENTRAL,ILARE I,29-11-01-012,SIJUWADE NURS/PRY. SCHOOL,148,69,17,0,7.5032013,4.5518856,1,0,1,2,2
Osun,IFE CENTRAL,ILARE I,29-11-01-011,SIJUWADE NURS/PRY. SCHOOL,133,39,10,0,7.5032013,4.5518856,1,0,1,2,2
Osun,IFE CENTRAL,ILARE I,29-11-01-009,SIJUWADE NURS/PRY. SCHOOL,144,67,20,0,7.5032013,4.5518856,1,0,1,2,2
Osun,IFE CENTRAL,ILARE I,29-11-01-008,SIJUWADE NURS/PRY. SCHOOL,116,69,24,0,7.5032013,4.5518856,1,0,1,2,2
Osun,IFE CENTRAL,ILARE I,29-11-01-006,SIJUWADE NURS/PRY. SCHOOL,156,66,42,1,7.5032013,4.5518856,1,0,2,1,2
Osun,IFE CENTRAL,ILARE I,29-11-01-005,O.A.U. STAFF  QUARTERS,96,17,45,0,7.5229769,4.512909,0,1,2,2,2
Osun,IFE CENTRAL,ILARE I,29-11-01-004,MOOREMI HIGH SCHOOL,103,39,58,0,7.511715,4.5451936,1,0,2,0,2
Osun,EJIGBO,INISA II/AFAAKE/AYEGUNLE,29-10-11-005,IBOGUNDE,66,63,7,0,7.795973,4.3051542,0,0,2,1,2
Osun,EJIGBO,INISA II/AFAAKE/AYEGUNLE,29-10-11-004,AYEGUNLE KUGBOLA,82,102,0,0,7.8012285,4.3049938,0,2,0,1,2
Osun,EJIGBO,INISA II/AFAAKE/AYEGUNLE,29-10-11-002,BALOGUN OLUKOTUN QUARTERS IWATA,55,134,12,0,7.8646366,4.2891148,2,0,0,0,2
Osun,EJIGBO,INISA II/AFAAKE/AYEGUNLE,29-10-11-001,IWATA MARKET SQUARE,92,133,5,0,7.8646366,4.2891148,2,0,0,0,2
Osun,AYEDIRE,ILEOGBO  IV,29-04-08-004,AYI OPEN SPACE,164,205,6,0,7.6312421,4.2564094,1,2,1,1,2
Osun,EJIGBO,ILAWO/ISOKO/ISUNDUNRIN,29-10-09-010,ISOKO MARKET STALL,97,176,0,0,7.9170688,4.2730802,2,0,0,1,2
Osun,BOLUWADURO,GBELERU OBAALA II,29-05-05-005,ARAGBA VILLAGE,26,12,0,0,7.8828099,4.8054142,1,1,1,2,2
Osun,EJIGBO,ILAWO/ISOKO/ISUNDUNRIN,29-10-09-006,"ISUNDUNRIN BAPT. DAY SCHOOL,",235,142,7,0,7.9159433,4.2770646,1,2,1,2,2
Osun,EJIGBO,ILAWO/ISOKO/ISUNDUNRIN,29-10-09-005,ADEGEEBO/ELEWURE VILLAGE,55,35,0,0,7.861704,4.2435893,2,2,0,0,2
Osun,EDE SOUTH,OLOKI/AKODA,29-08-09-006,OGOBI VILLAGE,38,290,3,0,7.6644817,4.4490836,1,2,0,2,2
Osun,EDE SOUTH,OLOKI/AKODA,29-08-09-005,ELEWURE VILLAGE,14,125,0,0,7.6633842,4.4571268,0,1,0,2,2
Osun,BOLUWADURO,OKE-IRUN,29-05-08-006,IGBO NLA AYETORO,29,40,0,0,7.9262356,4.8054142,2,0,0,1,2
Osun,EDE NORTH,OLUSOKUN,29-07-04-003,KUMOMI JUNCTION COMP.,56,161,0,0,7.7451179,4.5057333,0,1,0,2,2
Osun,EDE NORTH,OLUSOKUN,29-07-04-001,59 ALAKAS COMPOUND,89,160,1,0,7.7451179,4.5057333,0,1,0,2,2
Osun,EDE NORTH,OLOGUN/AGBAAKIN,29-07-03-010,"NO. 10 TAJUDEEN ROAD, AGBABIADA",126,178,0,1,7.7356516,4.4394333,0,0,1,2,2
Osun,EDE NORTH,ABOGUNDE/SAGBA,29-07-02-021,OSORUNDUN COMP.,20,50,0,0,7.7245175,4.4027782,2,1,1,2,2
Osun,BORIPE,OJA - OBA,29-06-02-006,OSOLO HALL IRAGBIJI,257,106,2,0,7.9056559,4.6872779,2,0,1,0,2
Osun,EDE NORTH,ABOGUNDE/SAGBA,29-07-02-005,"L.A. PRY. SCHOOL, ADOGBE",52,49,6,1,7.7389671,4.4258053,0,2,0,2,2
Osun,EDE NORTH,ABOGUNDE/SAGBA,29-07-02-003,FED. POLYTECHNIC IN FRONT OF RAMAT HALL,53,95,33,1,7.7294282,4.4223612,0,2,0,2,2
Osun,EDE NORTH,ABOGUNDE/SAGBA,29-07-02-002,SUFIANU MAIN COMP.,53,156,1,1,7.7245175,4.4027782,1,0,0,2,2
Osun,BORIPE,COLLEGE/EGBADA ROAD,29-06-03-001,"METHODIST PRYMARY SCHOOL, IRAGBIJI",256,71,0,0,7.8997852,4.6991428,2,0,0,1,2
Osun,BORIPE,OKE AREE,29-06-11-007,"BAPTIST PRY. SCHOOL, IREE",113,93,3,0,7.9386342,4.7338566,0,0,2,0,2
Osun,BORIPE,OKE AREE,29-06-11-006,"IYAJI ASALU, IREE",105,90,5,1,7.9420115,4.7316332,0,0,2,2,2
Osun,BORIPE,OKE AREE,29-06-11-005,"IYAJI LAGBEDU, IREE",121,148,3,0,7.9420115,4.7316332,0,0,2,0,2
Osun,BORIPE,OKE AREE,29-06-11-003,"OLD POST OFFICE, IREE",58,72,4,0,7.9420115,4.7316332,0,0,2,0,2
Osun,BORIPE,OKE AREE,29-06-11-002,"COURT HALL, IREE",92,88,6,0,8.0197744,4.6730947,0,2,0,0,2
Osun,BORIPE,OKE ESA/OKE OGI,29-06-10-007,ANWAR ULDEEN SCHOOL IREE,79,121,0,0,7.946404,4.722843,0,0,2,1,2
Osun,BORIPE,OKE ESA/OKE OGI,29-06-10-003,"N.U.D. PRY. SCHOOL, IREE",49,67,6,0,7.8998575,4.6926794,2,0,0,1,2
Osun,BORIPE,OKE ESA/OKE OGI,29-06-10-002,"DISPENSARY CENTRE, IREE",95,135,3,0,7.942495,4.725517,0,0,2,1,2
Osun,BORIPE,ISALE ASA IREE,29-06-09-008,"BAPTIST WELFARE CENTRE, IREE",71,103,12,0,7.9349237,4.7258235,0,2,0,1,2
Osun,BORIPE,ADA II,29-06-08-004,OBADA MARKET  SQ.,89,87,3,0,7.8943699,4.7432763,2,0,0,0,2
Osun,BORIPE,COLLEGE/EGBADA ROAD,29-06-03-006,AYEKALE VILLAGE,222,29,0,0,7.8412435,4.6638764,2,1,2,2,2
Osun,BORIPE,ADA I,29-06-07-004,"JAGUN OSOLO, ADA",143,130,2,1,7.9056559,4.6872779,1,0,1,2,2
Osun,BORIPE,ADA I,29-06-07-001,ST. ANDREW PRY. SCHOOL ADA,209,147,10,0,7.8955461,4.7050452,2,0,1,0,2
Osun,BORIPE,AGBA,29-06-05-007,OLUKORO VILLAGE,54,75,0,0,7.8987758,4.7135268,0,2,0,0,2
Osun,BORIPE,AGBA,29-06-05-001,HOLY APOSTLE AAGBA,150,171,6,1,7.8987758,4.7135268,0,0,0,2,2
Osun,BORIPE,ISALE-OYO,29-06-04-005,ALADE MARKET,276,92,0,0,7.8543365,4.6837934,2,0,2,1,2
Osun,BORIPE,ISALE-OYO,29-06-04-003,K  & S PRY. SCHOOL,247,70,1,0,7.8543365,4.6837934,2,0,1,1,2
Osun,BORIPE,ISALE-OYO,29-06-04-002,PRY. HEALTH CENTRE,252,86,1,0,7.8543365,4.6837934,2,0,1,1,2
Osun,BORIPE,ISALE-OYO,29-06-04-001,"N.U.D. PRIMARY SCHOOL, IRAGBIJI",237,52,3,0,7.8998575,4.6926794,2,0,0,1,2
Osun,EDE NORTH,OLUSOKUN,29-07-04-002,BARA OKUSEHINDE COMPOUND,80,235,5,2,7.7451179,4.5057333,0,2,0,2,2
Osun,EDE NORTH,OLUSOKUN,29-07-04-006,ABERE I,91,156,26,2,7.7451179,4.5057333,0,1,1,2,2
Osun,EDE SOUTH,OLOKI/AKODA,29-08-09-003,"ISLAMIC PRY. SCHOOL, OLORUNDA I",21,90,4,0,7.6369854,4.4673434,0,0,0,2,2
Osun,EDE NORTH,OLUSOKUN,29-07-04-008,IFAOSUN,42,163,9,0,7.7451179,4.5057333,0,1,0,2,2
Osun,EDE SOUTH,OLOKI/AKODA,29-08-09-001,AKODA VILLAGE,76,225,38,0,7.6799437,4.4587355,2,2,1,2,2
Osun,EDE SOUTH,SEKONA,29-08-08-008,"MATERNITY CENTRE, ERE-OSUN",25,92,0,0,7.6252616,4.4398681,0,2,0,0,2
Osun,EDE SOUTH,SEKONA,29-08-08-004,"C.A.C. PRY. SCHOOL, SEKONA",91,184,9,0,7.6055739,4.5241935,1,0,2,1,2
Osun,EDE SOUTH,SEKONA,29-08-08-003,"OKE-OJA JUNCTION, SEKONA",92,182,1,1,7.6267651,4.433644,1,0,0,2,2
Osun,EDE SOUTH,BABASANYA,29-08-07-003,"MOSA/ONIDODO, EDE",0,0,0,0,7.7316888,4.4358752,0,2,0,0,2
Osun,EDE SOUTH,BABASANYA,29-08-07-002,AGBANU'S COMP. EDE,111,225,5,2,7.7325446,4.4349161,2,2,0,1,2
Osun,EDE SOUTH,BABASANYA,29-08-07-001,BABASANYA COMP. EDE,80,246,2,0,7.7316888,4.4358752,0,2,0,0,2
Osun,EDE SOUTH,OLODAN,29-08-06-001,IDI-ORO VILLAGE,41,98,0,0,7.6368422,4.5057333,0,2,0,1,2
Osun,BORIPE,OLOTI IRAGBIJI,29-06-01-005,OKE - AGBO,245,68,1,0,7.9050865,4.6842259,2,0,1,0,2
Osun,BORIPE,OLOTI IRAGBIJI,29-06-01-006,AROMADU I,252,117,1,0,7.9166669,4.6915484,2,0,1,2,2
Osun,EDE SOUTH,JAGUN/JAGUN ,29-08-03-004,"42, OTEPE COMP. AGBANGUDU",101,233,7,0,7.669928,4.4293024,2,1,0,1,2
Osun,BORIPE,OJA - OBA,29-06-02-001,ARUGBA OJOMU SQUARE IRAGBIJI,239,28,0,0,7.9037937,4.6896095,2,0,0,0,2
Osun,EDE SOUTH,KUYE,29-08-02-002,"KUYE'S COMPOUND, EDE",126,233,0,0,7.7304127,4.4377033,0,2,0,1,2
Osun,EDE SOUTH,BABANLA/AGATE,29-08-01-004,ALUKAGUN COMP. EDE,90,245,6,0,7.7220018,4.4353065,0,2,0,1,2
Osun,BORIPE,OJA - OBA,29-06-02-002,TOWN HALL IRAGBIJI,252,57,2,0,7.8985971,4.7015076,2,0,0,1,2
Osun,EDE NORTH,APASO,29-07-09-005,AGBOJA COMP.,92,196,2,1,7.7411494,4.4317144,0,1,0,2,2
Osun,EDE NORTH,ISIBO/BUARI-ISOLA,29-07-08-008,SOORO/ABANGBE INF. OF MOSQUE,58,126,1,1,7.7359858,4.4379687,0,0,0,2,2
Osun,EDE NORTH,SABO/AGBONGBE II,29-07-07-010,MAPO AROGUN COMM. HIGH SCHOOL,93,220,20,2,7.7564943,4.4542311,0,1,1,2,2
Osun,EDE NORTH,SABO/AGBONGBE II,29-07-07-003,GARAGE ENTRANCE OKE GADA OPEN SQUARE,53,149,3,0,7.7499023,4.4365883,0,1,0,2,2
Osun,EDE NORTH,SABO/AGBONGBE II,29-07-07-001,BESIDE EBELOMO IND.,50,0,14,127,7.7564943,4.4542311,0,2,0,1,2
Osun,EDE NORTH,SABO/AGBONGBE I,29-07-06-006,OSUN AGBENI JUNCTION,113,160,5,0,7.7095147,4.4575071,0,1,2,0,2
Osun,EDE NORTH,SABO/AGBONGBE I,29-07-06-004,OPEN SPACE BETH-AFRICA CHURCH SCHOOL,81,145,9,0,7.7465411,4.4342872,0,0,2,0,2
Osun,BORIPE,OJA - OBA,29-06-02-004,JAGUN HALL IRAGBIJI,270,75,0,0,7.903845,4.6869235,2,0,1,0,2
Osun,EDE NORTH,ALUSEKERE,29-07-05-003,"L.A. PRY. SCHOOL, ALUSEKERE",100,304,3,0,7.7389671,4.4258053,1,2,1,1,2
Osun,BORIPE,OJA - OBA,29-06-02-005,TINUBU FAGBEMI IRAGBIJI,254,70,0,0,7.9037937,4.6896095,2,0,0,0,2
Osun,EDE NORTH,OLUSOKUN,29-07-04-010,IDIOMO APENA COMPD.,150,261,4,0,7.7451179,4.5057333,1,2,1,2,2
Osun,EDE NORTH,OLUSOKUN,29-07-04-009,OLUSOKUN COMPD.,139,236,4,5,7.7451179,4.5057333,1,2,1,1,2
Osun,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-004,FAJUYI HALL O.A.U,33,8,58,0,7.517677,4.5176115,2,2,2,1,2
Osun,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-007,"O.A.U. QUARTERS, 2ND BUS STOP",81,16,78,0,7.5195943,4.5323669,1,1,2,0,2
Osun,BORIPE,COLLEGE/EGBADA ROAD,29-06-03-009,"L.A. SCHOOL, EESADEE",320,67,0,0,7.8358911,4.6347041,2,2,2,2,2
Osun,IFE NORTH,EDUNABON  I,29-15-02-006,TONKERE ORILE/IDI OGBAGBA,34,57,0,0,7.6151594,4.5086065,0,2,0,1,2
Osun,AYEDAADE,ANLUGBUA,29-03-10-015,"GBONA, GBONNA VILLAGE",83,130,1,0,7.2125391,4.3256918,0,2,1,1,2
Osun,IFE SOUTH,IKIJA  I,29-16-02-003,"IFETEDO HIGH SCHOOL II, IFETEDO",20,45,2,0,7.1951967,4.7059303,1,1,2,0,2
Osun,IFE SOUTH,AYESAN,29-16-01-001,AYESAN COMPOUND,49,127,7,1,7.2093149,4.6553679,0,0,0,2,2
Osun,IFE NORTH,OYERE - II,29-15-10-006,"CHRIST CHURCH SCHOOL, ABORISAADE I",118,105,9,5,7.1364283,4.4182089,0,0,2,2,2
Osun,AYEDAADE,ANLUGBUA,29-03-10-018,"ALAGBEDE, ALAGBEDE VILLAGE",29,24,1,0,7.2165932,4.3412607,1,2,1,2,2
Osun,IFE NORTH,MORO,29-15-08-001,"DISPENSARY CENTRE, MORO",62,76,9,0,7.346091,4.1692203,0,0,2,1,2
Osun,AYEDAADE,ANLUGBUA,29-03-10-020,"ALAGUNTAN, ALAGUNTAN VILLAGE",58,7,2,0,7.2125391,4.3256918,0,2,1,1,2
Osun,IFE NORTH,IPETUMODU  I,29-15-06-004,ISALE OLA/DELE,108,102,13,1,7.4973729,4.4027782,0,0,0,2,2
Osun,IFE NORTH,YAKOYO,29-15-05-005,"ST. JOHN'S SCHOOL, AYEDAADE",80,96,9,1,7.2022656,4.2743628,0,0,1,2,2
Osun,IFE NORTH,YAKOYO,29-15-05-002,"L.A. SCHOOL, OKE-OSIN",104,67,6,1,7.6664084,4.6201795,0,0,0,2,2
Osun,AYEDIRE,OLUPONNA  1,29-04-01-005,OLUPONNA TOWN HALL II,91,157,12,0,7.6052968,4.1893787,2,1,0,1,2
Osun,IFE NORTH,EDUNABON  I,29-15-02-009,"C.A.C. SCHOOL, EDUNABON  I",58,83,1,0,7.5254046,4.4556387,0,0,2,0,2
Osun,IFE NORTH,EDUNABON  I,29-15-02-007,OLOBA/BALOGUN,0,0,0,0,7.5829793,4.4851265,2,1,1,1,2
Osun,IFE NORTH,ASIPA/AKINLALU,29-15-01-007,"ST. STEPHEN'S SCHOOL, AKINLALU",177,109,5,1,7.4647768,4.4191332,0,0,0,2,2
Osun,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-009,OBAGBILE (O.A.U FARM),62,5,53,0,7.5174314,4.5227636,1,2,2,0,2
Osun,IFELODUN,EKOENDE/EKO AJALA,29-14-12-004,ALONG ORE/EKE ENDE HIGH SCHOOL,86,136,0,1,7.9449126,4.5934,0,0,1,2,2
Osun,IFELODUN,OLONDE IKIRUN,29-14-08-006,IDI ESU SHRINE/IDI ESU I,176,93,8,1,7.9154972,4.6747473,0,0,0,2,2
Osun,IFELODUN,OLONDE IKIRUN,29-14-08-001,"IRAGBIJI RD., IKIRUN/HOLY MICHAEL PRY. SCH I",0,0,0,0,7.9154972,4.6747473,2,0,0,0,2
Osun,IFELODUN,OKEBA IKIRUN,29-14-07-005,SAVIOUR'S PRY. SCHOOL II,83,97,3,0,7.938852,4.6502012,2,2,0,1,2
Osun,IFELODUN,OKEBA IKIRUN,29-14-07-002,ESORUN SQUARE II,129,77,2,0,7.938852,4.6502012,1,2,0,1,2
Osun,IFELODUN,IKIRUN RURAL,29-14-05-004,OLUODE MARKET SQUARE,45,70,0,0,7.7763132,4.5595832,2,0,0,0,2
Osun,IFELODUN,IKIRUN RURAL,29-14-05-003,FED. GOVT. COLLEGE IKIRUN,111,141,7,0,7.8954243,4.6439793,0,1,2,1,2
Osun,AYEDIRE,OLUPONNA  1I,29-04-02-003,OJISUN OPEN SPACE,161,225,2,0,7.6033521,4.1867673,1,1,1,2,2
Osun,IFELODUN,AMOLA IKIRUN,29-14-02-001,"OLD IRAGBIJI ROAD/AFRICAN CHURCH, GRAMM. SCHOOL, IKIRUN",152,147,9,1,7.909144,4.6742807,0,0,2,2,2
Osun,IFE EAST,MODAKEKE  III,29-13-10-005,"COMM. PRY SCHOOL, OKE-OLA  I",140,65,16,0,7.4858886,4.5328367,2,1,0,1,2
Osun,IFE EAST,MODAKEKE  III,29-13-10-004,"C.A.C PRY. SCHOOL, ONDO ROAD",0,0,0,0,7.482357,4.5363665,1,2,1,2,2
Osun,AYEDIRE,OLUPONNA  1I,29-04-02-004,ODE OTE/EJEMU MARKET,78,70,0,0,7.6101992,4.1949013,2,2,0,1,2
Osun,IFE EAST,MODAKEKE  II,29-13-09-009,"PRY. HEALTH CENTRE  I, OKE BODE",177,23,10,0,7.464917,4.5293015,1,0,0,2,2
Osun,IFE SOUTH,IKIJA  II,29-16-03-003,"C.A.C. PRY. SCHOOL II, IFETEDO",57,76,7,0,7.193975,4.675991,0,0,2,1,2
Osun,IFE SOUTH,IKIJA  II,29-16-03-005,"COMMUNITY PRY. SCHOOL, MOSAFEJO  II",16,22,4,0,7.2357189,4.70189,2,2,2,1,2
Osun,IFE SOUTH,AARE,29-16-04-006,AYETORO IFETEDO,133,120,8,1,7.1833563,4.6980117,2,0,0,2,2
Osun,IFE SOUTH,OKE OWENA,29-16-06-001,ALABAMETA PRY. SCHOOL,106,122,4,1,7.1483808,4.5236495,0,0,0,2,2
Osun,ILESA EAST,IMO,29-18-02-002,KAJOLA JUNCTION II,99,103,21,0,7.6280908,4.766446,0,0,2,1,2
Osun,ILESA EAST,IMO,29-18-02-001,KAJOLA JUNCTION I,93,51,35,0,7.6280908,4.766446,0,0,2,1,2
Osun,AYEDAADE,ODE-OMU RURAL,29-03-08-002,"D.C. SCHOOL, LASOLEI, LASOLE VILLAGE",70,1,0,0,7.5412444,4.3934376,0,2,0,1,2
Osun,ILA,IPERIN,29-17-06-016,OMOTOSHO VILLAGE BUS STOP,71,106,12,0,8.0334483,4.9298999,0,0,2,1,2
Osun,ILA,IPERIN,29-17-06-013,MECHANIC WORKSHOP,114,141,4,0,8.0334483,4.9298999,2,0,0,1,2
Osun,ILA,IPERIN,29-17-06-012,KOLAWOLE JUNCTION,118,120,0,0,8.0334483,4.9298999,2,0,0,1,2
Osun,ILA,IPERIN,29-17-06-009,SAKA JANGI I,132,175,3,0,8.0334483,4.9298999,2,0,0,1,2
Osun,AYEDAADE,OBALUFON,29-03-09-009,"ATOBA VILLAGE, ATOBA VILLAGE",18,14,1,0,7.2156619,4.3685574,2,2,2,2,2
Osun,ILA,EJIGBO  III,29-17-03-007,OGUNLADE JUNCTION,175,294,12,0,8.0045209,4.8924854,1,1,1,2,2
Osun,ILA,EJIGBO  III,29-17-03-003,AJABA JUNCTION,151,228,6,0,8.0015687,4.8676221,0,2,1,1,2
Osun,ILA,EJIGBO  II,29-17-02-002,COOPERATIVE STORE I,100,140,7,0,8.014422,4.9029895,0,0,2,1,2
Osun,ILA,EJIGBO  I,29-17-01-013,ARAROMI II,51,70,0,0,8.0290542,4.8416936,0,2,0,0,2
