State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File,Full_Location,Latitude,Longitude
OSUN,ILESA EAST,IFOSAN/OKE-ESO,29-18-03-001,BAPTIST PRY. SCHOOL   I,178,691,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,66,2,105,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/03/pu/001/001-1677407376.pdf,"BAPTIST PRY. SCHOOL   I, IFOSAN/OKE-ESO, ILESA EAST, OSUN, Nigeria",7.631032,4.749584
OSUN,ILESA EAST,IFOSAN/OKE-ESO,29-18-03-002,BAPTIST PRY. SCHOOL II,108,242,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,48,4,45,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/03/pu/002/002-1677405152.pdf,"BAPTIST PRY. SCHOOL II, IFOSAN/OKE-ESO, ILESA EAST, OSUN, Nigeria",7.631032,4.749584
OSUN,ILESA EAST,IFOSAN/OKE-ESO,29-18-03-005,N.U.D PRY. SCHOOL I,234,676,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,103,8,115,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/03/pu/005/005-1677408449.pdf,"N.U.D PRY. SCHOOL I, IFOSAN/OKE-ESO, ILESA EAST, OSUN, Nigeria",7.6306996,4.7529403
OSUN,ILESA EAST,IFOSAN/OKE-ESO,29-18-03-006,N.U.D. PRY. SCHOOL II,182,542,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,78,7,76,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/03/pu/006/006-1677405552.pdf,"N.U.D. PRY. SCHOOL II, IFOSAN/OKE-ESO, ILESA EAST, OSUN, Nigeria",7.6306996,4.7529403
OSUN,ILESA EAST,IFOSAN/OKE-ESO,29-18-03-007,C & S PRY. SCHOOL I,116,345,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,48,3,56,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/03/pu/007/007-1677404185.pdf,"C & S PRY. SCHOOL I, IFOSAN/OKE-ESO, ILESA EAST, OSUN, Nigeria",7.630157,4.7523337
OSUN,ILESA EAST,IFOSAN/OKE-ESO,29-18-03-008,C & S PRY. SCH. II,155,473,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,74,3,69,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/03/pu/008/008-1677406061.pdf,"C & S PRY. SCH. II, IFOSAN/OKE-ESO, ILESA EAST, OSUN, Nigeria",7.630157,4.7523337
OSUN,ILESA EAST,ITISIN/OGUDU,29-18-04-001,OYE SIGN & SPRAYING WORKS AREA,205,501,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/04/pu/001/001-1677405190.pdf,"OYE SIGN & SPRAYING WORKS AREA, ITISIN/OGUDU, ILESA EAST, OSUN, Nigeria",7.6292033,4.7468344
OSUN,ILESA EAST,ITISIN/OGUDU,29-18-04-002,FRONTAGE DAYO BATTERY SHOP,153,480,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,51,6,91,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/04/pu/002/002-1677404251.pdf,"FRONTAGE DAYO BATTERY SHOP, ITISIN/OGUDU, ILESA EAST, OSUN, Nigeria",7.5962981,4.7588042
OSUN,ILESA EAST,ITISIN/OGUDU,29-18-04-003,OGUDU/IFOSAN JUNCTION,202,621,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,79,5,113,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/04/pu/003/003-1677402756.pdf,"OGUDU/IFOSAN JUNCTION, ITISIN/OGUDU, ILESA EAST, OSUN, Nigeria",7.626234,4.7483106
OSUN,ILESA EAST,ITISIN/OGUDU,29-18-04-005,FRONTAGE ADEX MECHANIC SHOP,144,388,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,80,7,53,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3721/ward/24572/pu/98643/98643-1677480185.pdf,"FRONTAGE ADEX MECHANIC SHOP, ITISIN/OGUDU, ILESA EAST, OSUN, Nigeria",7.5962981,4.7588042
OSUN,ILESA EAST,ITISIN/OGUDU,29-18-04-006,LEMODU COMPOUND,249,785,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,93,16,123,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/04/pu/006/006-1677405707.pdf,"LEMODU COMPOUND, ITISIN/OGUDU, ILESA EAST, OSUN, Nigeria",7.626536,4.7452969
OSUN,ILESA EAST,IJAMO,29-18-05-001,IJAMO MARKET AREA I,187,695,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,92,8,77,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/05/pu/001/001-1677403880.pdf,"IJAMO MARKET AREA I, IJAMO, ILESA EAST, OSUN, Nigeria",7.5962981,4.7588042
OSUN,ILESA EAST,IJAMO,29-18-05-002,IJAMO MARKET AREA II,217,554,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,100,8,101,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/05/pu/002/002-1677403660.pdf,"IJAMO MARKET AREA II, IJAMO, ILESA EAST, OSUN, Nigeria",7.5962981,4.7588042
OSUN,ILESA EAST,IJAMO,29-18-05-003,IJAMO LANE AREA,262,742,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,105,12,139,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/05/pu/003/003-1677410814.pdf,"IJAMO LANE AREA, IJAMO, ILESA EAST, OSUN, Nigeria",7.5962981,4.7588042
OSUN,ILESA EAST,IJAMO,29-18-05-004,FRONTAGE SANNI ELECTRONIC SHOP IJAMO,208,694,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,87,11,96,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/05/pu/004/004-1677404944.pdf,"FRONTAGE SANNI ELECTRONIC SHOP IJAMO, IJAMO, ILESA EAST, OSUN, Nigeria",7.5962981,4.7588042
OSUN,ILESA EAST,IJAMO,29-18-05-005,FRONTAGE OLAIYA WEAVING INDUSTRY,258,911,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,122,17,109,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/05/pu/005/005-1677409860.pdf,"FRONTAGE OLAIYA WEAVING INDUSTRY, IJAMO, ILESA EAST, OSUN, Nigeria",7.5962981,4.7588042
OSUN,ILESA EAST,UPPER & LOWER IJOKA,29-18-06-003,IJOKA IREWOLE CT & CS OFFICE,181,454,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,88,6,84,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3721/ward/24574/pu/98653/98653-1677591725.pdf,"IJOKA IREWOLE CT & CS OFFICE, UPPER & LOWER IJOKA, ILESA EAST, OSUN, Nigeria",7.6435065,4.7678642
OSUN,ILESA EAST,UPPER & LOWER IJOKA,29-18-06-007,"FEDERAL TECHNICAL COLLEGE, CAPAA II",211,762,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,14,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3721/ward/24574/pu/98657/98657-1677594246.pdf,"FEDERAL TECHNICAL COLLEGE, CAPAA II, UPPER & LOWER IJOKA, ILESA EAST, OSUN, Nigeria",7.6358779,4.7545983
OSUN,ILESA EAST,ILORO/ROYE,29-18-07-001,ST. JOHN PRY. SCHOOL  'A',215,750,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,82,7,122,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/07/pu/001/001-1677401990.pdf,"ST. JOHN PRY. SCHOOL  'A', ILORO/ROYE, ILESA EAST, OSUN, Nigeria",7.6220746,4.7497457
OSUN,ILESA EAST,ILORO/ROYE,29-18-07-002,LORIOMO ODUNDUN,208,684,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,72,2,124,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/07/pu/002/002-1677418657.pdf,"LORIOMO ODUNDUN, ILORO/ROYE, ILESA EAST, OSUN, Nigeria",7.6223391,4.7537029
OSUN,ILESA EAST,ILORO/ROYE,29-18-07-003,IDIO AREA,143,550,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,65,5,60,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/07/pu/003/003-1677415331.pdf,"IDIO AREA, ILORO/ROYE, ILESA EAST, OSUN, Nigeria",7.6220746,4.7497457
OSUN,ILESA EAST,ILORO/ROYE,29-18-07-004,LORIOMO ANAYE,282,918,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,99,4,173,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/07/pu/004/004-1677401840.pdf,"LORIOMO ANAYE, ILORO/ROYE, ILESA EAST, OSUN, Nigeria",7.624251,4.7520209
OSUN,ILESA EAST,ILORO/ROYE,29-18-07-005,DUROJAYE  MATERNITY,139,466,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,27,8,104,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3721/ward/24575/pu/98663/98663-1677481703.pdf,"DUROJAYE  MATERNITY, ILORO/ROYE, ILESA EAST, OSUN, Nigeria",7.6220746,4.7497457
OSUN,ILESA EAST,ILORO/ROYE,29-18-07-006,IROYE STREET  I,246,873,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,105,6,70,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/07/pu/006/006-1677411083.pdf,"IROYE STREET  I, ILORO/ROYE, ILESA EAST, OSUN, Nigeria",7.6254207,4.7532339
OSUN,ILESA EAST,ILORO/ROYE,29-18-07-007,IROYE STREET II,203,628,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,103,10,81,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/07/pu/007/007-1677413675.pdf,"IROYE STREET II, ILORO/ROYE, ILESA EAST, OSUN, Nigeria",7.6254207,4.7532339
OSUN,ILESA EAST,ILORO/ROYE,29-18-07-008,IDIFI OPEN SPACE,189,718,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,84,1,98,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/07/pu/008/008-1677405222.pdf,"IDIFI OPEN SPACE, ILORO/ROYE, ILESA EAST, OSUN, Nigeria",7.6220746,4.7497457
OSUN,ILESA EAST,ISARE,29-18-08-002,CUSTOMARY COURT OGBURU,193,761,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,47,8,131,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3721/ward/24576/pu/98668/98668-1677571599.pdf,"CUSTOMARY COURT OGBURU, ISARE, ILESA EAST, OSUN, Nigeria",7.6238576,4.7439453
OSUN,ILESA EAST,ISARE,29-18-08-003,R.C.M OKE PADI,199,613,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,67,8,112,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3721/ward/24576/pu/98669/98669-1677652455.pdf,"R.C.M OKE PADI, ISARE, ILESA EAST, OSUN, Nigeria",7.6194277,4.7445701
OSUN,ILESA EAST,ILERIN,29-18-09-001,ORIRE OGEDENGBE   PRY. SCHOOL,282,996,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,108,17,153,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3721/ward/24577/pu/98676/98676-1677593381.pdf,"ORIRE OGEDENGBE   PRY. SCHOOL, ILERIN, ILESA EAST, OSUN, Nigeria",7.6339487,4.730941
OSUN,ILESA EAST,ILERIN,29-18-09-007,IJESA MUSLIM GRAMMAR SCHOOL II,269,1148,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3721/ward/24577/pu/98682/98682-1677595172.pdf,"IJESA MUSLIM GRAMMAR SCHOOL II, ILERIN, ILESA EAST, OSUN, Nigeria",7.5993701,4.7558924
OSUN,ILESA EAST,ILERIN,29-18-09-008,ILERIN ROAD,249,996,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3721/ward/24577/pu/98683/98683-1677589233.pdf,"ILERIN ROAD, ILERIN, ILESA EAST, OSUN, Nigeria",7.6341986,4.7536277
OSUN,ILESA EAST,ILERIN,29-18-09-010,L.A. PRY. SCHOOL,232,885,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,102,7,97,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3721/ward/24577/pu/98685/98685-1677593980.pdf,"L.A. PRY. SCHOOL, ILERIN, ILESA EAST, OSUN, Nigeria",7.6388447,4.7460257
OSUN,ILESA EAST,BOLORUNDURO,29-18-10-001,FRONTAGE COCOA STORE IJOFI,226,785,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,140,10,68,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3721/ward/24578/pu/98686/98686-1677576142.pdf,"FRONTAGE COCOA STORE IJOFI, BOLORUNDURO, ILESA EAST, OSUN, Nigeria",7.61737,4.7394332
OSUN,ILESA EAST,BOLORUNDURO,29-18-10-002,ISONA CHURCH AREA,258,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,151,8,92,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3721/ward/24578/pu/98687/98687-1677576584.pdf,"ISONA CHURCH AREA, BOLORUNDURO, ILESA EAST, OSUN, Nigeria",7.6175176,4.7381717
OSUN,ILESA EAST,BOLORUNDURO,29-18-10-004,"APOSTOLIC PRY. SCHOOL, OKE-IRO I",204,661,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,116,3,50,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/10/pu/004/004-1677365451.pdf,"APOSTOLIC PRY. SCHOOL, OKE-IRO I, BOLORUNDURO, ILESA EAST, OSUN, Nigeria",7.6190943,4.7364034
OSUN,ILESA EAST,BOLORUNDURO,29-18-10-005,"APOSTOLIC PRY. SCHOOL, OKE IRO II",207,476,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,121,3,66,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3721/ward/24578/pu/98690/98690-1677577093.pdf,"APOSTOLIC PRY. SCHOOL, OKE IRO II, BOLORUNDURO, ILESA EAST, OSUN, Nigeria",7.6190943,4.7364034
OSUN,ILESA EAST,BOLORUNDURO,29-18-10-007,ORO AJIMOKO PRY. SCHOOL II,112,377,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,45,6,54,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/10/pu/007/007-1677394724.pdf,"ORO AJIMOKO PRY. SCHOOL II, BOLORUNDURO, ILESA EAST, OSUN, Nigeria",7.658203,4.7262728
OSUN,ILESA EAST,BOLORUNDURO,29-18-10-008,UNITED ANGLICAN PRY. SCHOOL I,192,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,83,15,86,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3721/ward/24578/pu/98693/98693-1677587626.pdf,"UNITED ANGLICAN PRY. SCHOOL I, BOLORUNDURO, ILESA EAST, OSUN, Nigeria",7.5911749,4.7329268
OSUN,ILESA EAST,BOLORUNDURO,29-18-10-009,UNITED ANGLICAN PRY. SCHOOL II,224,951,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,102,9,107,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/10/pu/009/009-1677361056.pdf,"UNITED ANGLICAN PRY. SCHOOL II, BOLORUNDURO, ILESA EAST, OSUN, Nigeria",7.5911749,4.7329268
OSUN,ILESA EAST,BOLORUNDURO,29-18-10-010,ST. THERESA PRY. SCHOOL I,249,808,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,107,19,110,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/10/pu/010/010-1677390544.pdf,"ST. THERESA PRY. SCHOOL I, BOLORUNDURO, ILESA EAST, OSUN, Nigeria",7.5911749,4.7329268
OSUN,ILESA EAST,BILADU,29-18-11-001,ADENLE JUNCTION,244,810,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,152,12,74,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3721/ward/24579/pu/98699/98699-1677591590.pdf,"ADENLE JUNCTION, BILADU, ILESA EAST, OSUN, Nigeria",7.6048278,4.7199927
OSUN,ILESA EAST,BILADU,29-18-11-002,LORIOMO BILADU AREA,274,806,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,125,14,120,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/11/pu/002/002-1677359489.pdf,"LORIOMO BILADU AREA, BILADU, ILESA EAST, OSUN, Nigeria",7.6048278,4.7199927
OSUN,ILESA EAST,BILADU,29-18-11-003,"WORKS YARD, L.G I",162,672,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,82,17,59,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/11/pu/003/003-1677402314.pdf,"WORKS YARD, L.G I, BILADU, ILESA EAST, OSUN, Nigeria",7.6048278,4.7199927
OSUN,ILESA EAST,BILADU,29-18-11-004,"WORKS YARD, L.G II",206,712,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,97,9,86,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/11/pu/004/004-1677406646.pdf,"WORKS YARD, L.G II, BILADU, ILESA EAST, OSUN, Nigeria",7.6048278,4.7199927
OSUN,ILESA EAST,BILADU,29-18-11-005,AKIN OBI WAY OKE-OPO,241,750,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,106,13,114,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/11/pu/005/005-1677414182.pdf,"AKIN OBI WAY OKE-OPO, BILADU, ILESA EAST, OSUN, Nigeria",7.6141554,4.7283591
OSUN,ILESA EAST,BILADU,29-18-11-006,"L.A. PRY. SCHOOL, OKE-OPO",218,740,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,97,10,93,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/11/pu/006/006-1677407846.pdf,"L.A. PRY. SCHOOL, OKE-OPO, BILADU, ILESA EAST, OSUN, Nigeria",7.6296505,4.7722164
OSUN,ILESA EAST,BILADU,29-18-11-007,IDO IJESA I,179,959,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,100,26,43,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/11/pu/007/007-1677405253.pdf,"IDO IJESA I, BILADU, ILESA EAST, OSUN, Nigeria",7.6197401,4.7148967
OSUN,ILESA EAST,BILADU,29-18-11-008,IDO IJESA II,180,831,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,74,20,70,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/18/ward/11/pu/008/008-1677403812.pdf,"IDO IJESA II, BILADU, ILESA EAST, OSUN, Nigeria",7.6197401,4.7148967
OSUN,ILESA WEST,ITAKOGUN/UPPER EGBE-IDI,29-19-01-002,IBOSINNI NEAR MECH. WORKSHOP,283,679,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,152,11,107,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/19/ward/01/pu/002/002-1677398562.pdf,"IBOSINNI NEAR MECH. WORKSHOP, ITAKOGUN/UPPER EGBE-IDI, ILESA WEST, OSUN, Nigeria",7.6314558,4.7432336
OSUN,ILESA WEST,ITAKOGUN/UPPER EGBE-IDI,29-19-01-003,FRONTAGE OF LOKINRAN,310,849,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,172,26,96,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/19/ward/01/pu/003/003-1677392086.pdf,"FRONTAGE OF LOKINRAN, ITAKOGUN/UPPER EGBE-IDI, ILESA WEST, OSUN, Nigeria",7.6309249,4.7439232
OSUN,ILESA WEST,ITAKOGUN/UPPER EGBE-IDI,29-19-01-004,FRONTAGE OF BABAJIDE I,124,401,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,70,2,50,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/19/ward/01/pu/004/004-1677390005.pdf,"FRONTAGE OF BABAJIDE I, ITAKOGUN/UPPER EGBE-IDI, ILESA WEST, OSUN, Nigeria",7.6279295,4.7373136
OSUN,ILESA WEST,ITAKOGUN/UPPER EGBE-IDI,29-19-01-005,FRONTAGE OF BABAJIDE II,146,459,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,78,4,51,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/19/ward/01/pu/005/005-1677396339.pdf,"FRONTAGE OF BABAJIDE II, ITAKOGUN/UPPER EGBE-IDI, ILESA WEST, OSUN, Nigeria",7.6279295,4.7373136
OSUN,ILESA WEST,ITAKOGUN/UPPER EGBE-IDI,29-19-01-007,IGBOGI JUNCTION ORINKINRAN,256,781,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,89,13,144,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/19/ward/01/pu/007/007-1677395173.pdf,"IGBOGI JUNCTION ORINKINRAN, ITAKOGUN/UPPER EGBE-IDI, ILESA WEST, OSUN, Nigeria",7.6323931,4.7407068
OSUN,ILESA WEST,LOWER EGBE-IDI,29-19-02-006,IDI AYAN AREA II,91,296,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,57,3,22,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/19/ward/02/pu/006/006-1677386045.pdf,"IDI AYAN AREA II, LOWER EGBE-IDI, ILESA WEST, OSUN, Nigeria",7.6279295,4.7373136
OSUN,ILESA WEST,LOWER EGBE-IDI,29-19-02-008,EGBE IDI JUNCTION,165,507,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,88,11,55,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/19/ward/02/pu/008/008-1677362823.pdf,"EGBE IDI JUNCTION, LOWER EGBE-IDI, ILESA WEST, OSUN, Nigeria",7.6279295,4.7373136
OSUN,ILESA WEST,LOWER EGBE-IDI,29-19-02-009,MECH. WORKSHOP NEAR GEN. FILLING STATION,168,475,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,52,31,83,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/19/ward/02/pu/009/009-1677366687.pdf,"MECH. WORKSHOP NEAR GEN. FILLING STATION, LOWER EGBE-IDI, ILESA WEST, OSUN, Nigeria",7.6279295,4.7373136
OSUN,ILESA WEST,UPPER/LOWER IGBOGI,29-19-03-001,OLOLA HALL,219,582,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,77,4,131,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/19/ward/03/pu/001/001-1677364879.pdf,"OLOLA HALL, UPPER/LOWER IGBOGI, ILESA WEST, OSUN, Nigeria",7.6323931,4.7407068
OSUN,ILESA WEST,UPPER/LOWER IGBOGI,29-19-03-002,UPPER IGBOGI (ASEDA'S HOUSE AREA),305,850,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,136,10,146,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/19/ward/03/pu/002/002-1677365307.pdf,"UPPER IGBOGI (ASEDA'S HOUSE AREA), UPPER/LOWER IGBOGI, ILESA WEST, OSUN, Nigeria",7.6323931,4.7407068
OSUN,ILESA WEST,UPPER/LOWER IGBOGI,29-19-03-003,SPACE NEAR AMURU HOUSE,188,586,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/19/ward/03/pu/003/003-1677365766.pdf,"SPACE NEAR AMURU HOUSE, UPPER/LOWER IGBOGI, ILESA WEST, OSUN, Nigeria",7.6400019,4.7174062
OSUN,ILESA WEST,UPPER/LOWER IGBOGI,29-19-03-004,OKE OLA OPEN SPACE,287,807,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,128,7,135,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/19/ward/03/pu/004/004-1677419995.pdf,"OKE OLA OPEN SPACE, UPPER/LOWER IGBOGI, ILESA WEST, OSUN, Nigeria",7.6279423,4.7484452
OSUN,ILESA WEST,UPPER/LOWER IGBOGI,29-19-03-006,IDI GBANJA AREA,181,582,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/19/ward/03/pu/006/006-1677423568.pdf,"IDI GBANJA AREA, UPPER/LOWER IGBOGI, ILESA WEST, OSUN, Nigeria",7.6323931,4.7407068
OSUN,ILESA WEST,UPPER/LOWER IGBOGI,29-19-03-007,IGBOGI HALL I,263,817,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,131,7,115,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/19/ward/03/pu/007/007-1677364716.pdf,"IGBOGI HALL I, UPPER/LOWER IGBOGI, ILESA WEST, OSUN, Nigeria",7.6323931,4.7407068
OSUN,ILESA WEST,UPPER/LOWER IGBOGI,29-19-03-008,IGBOGI HALL AREA I,46,173,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,21,3,21,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/19/ward/03/pu/008/008-1677365563.pdf,"IGBOGI HALL AREA I, UPPER/LOWER IGBOGI, ILESA WEST, OSUN, Nigeria",7.6323931,4.7407068
OSUN,ILESA WEST,UPPER/LOWER IGBOGI,29-19-03-009,OPEN SPACE NEAR MOSQUE,265,789,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,97,6,122,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/19/ward/03/pu/009/009-1677364261.pdf,"OPEN SPACE NEAR MOSQUE, UPPER/LOWER IGBOGI, ILESA WEST, OSUN, Nigeria",7.6323931,4.7407068
