State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File,Full_Location,Latitude,Longitude
OSUN,BORIPE,ADA I,29-06-07-004,"JAGUN OSOLO, ADA",279,767,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,143,2,130,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/07/pu/004/004-1677359917.pdf,"JAGUN OSOLO, ADA, ADA I, BORIPE, OSUN, Nigeria",7.9056559,4.6872779
OSUN,BORIPE,ADA I,29-06-07-005,"OJOMU COMPOUND, ADA",231,734,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,109,1,115,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/07/pu/005/005-1677358600.pdf,"OJOMU COMPOUND, ADA, ADA I, BORIPE, OSUN, Nigeria",7.9062185,4.7154665
OSUN,BORIPE,ADA I,29-06-07-006,"OLUODE COMPOUND, ADA",306,733,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,149,1,148,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/07/pu/006/006-1677370314.pdf,"OLUODE COMPOUND, ADA, ADA I, BORIPE, OSUN, Nigeria",7.9062185,4.7154665
OSUN,BORIPE,ADA II,29-06-08-001,BAPTIST SCHOOL  ADA,248,557,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,87,10,132,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/08/pu/001/001-1677360728.pdf,"BAPTIST SCHOOL  ADA, ADA II, BORIPE, OSUN, Nigeria",7.8869169,4.7155781
OSUN,BORIPE,ADA II,29-06-08-002,ILE ALADE ADA,261,647,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,119,1,133,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/08/pu/002/002-1677359938.pdf,"ILE ALADE ADA, ADA II, BORIPE, OSUN, Nigeria",7.8869169,4.7155781
OSUN,BORIPE,ADA II,29-06-08-004,OBADA MARKET  SQ.,188,486,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,89,3,87,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/08/pu/004/004-1677363003.pdf,"OBADA MARKET  SQ., ADA II, BORIPE, OSUN, Nigeria",7.8943699,4.7432763
OSUN,BORIPE,ADA II,29-06-08-005,L.A. SCHOOL ADA,296,779,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,157,7,121,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/08/pu/005/005-1677362433.pdf,"L.A. SCHOOL ADA, ADA II, BORIPE, OSUN, Nigeria",7.8943699,4.7432763
OSUN,BORIPE,ADA II,29-06-08-006,OKE BAALE ADA,256,579,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,137,0,114,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/08/pu/006/006-1677361636.pdf,"OKE BAALE ADA, ADA II, BORIPE, OSUN, Nigeria",7.8869169,4.7155781
OSUN,BORIPE,ADA II,29-06-08-007,"COMMERCIAL SCHOOL I, ADA ",246,601,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,111,5,108,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/08/pu/007/007-1677363544.pdf,"COMMERCIAL SCHOOL I, ADA , ADA II, BORIPE, OSUN, Nigeria",7.8869169,4.7155781
OSUN,BORIPE,ISALE ASA IREE,29-06-09-001,R.C.M. SCHOOL IREE,197,754,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,83,4,107,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/09/pu/001/001-1677365855.pdf,"R.C.M. SCHOOL IREE, ISALE ASA IREE, BORIPE, OSUN, Nigeria",7.935237,4.7303397
OSUN,BORIPE,ISALE ASA IREE,29-06-09-002,OKE MAYE,102,252,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,44,5,42,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/09/pu/002/002-1677372517.pdf,"OKE MAYE, ISALE ASA IREE, BORIPE, OSUN, Nigeria",7.9243758,4.7303397
OSUN,BORIPE,ISALE ASA IREE,29-06-09-003,MOTOR PARK,227,924,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,78,3,144,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/09/pu/003/003-1677373557.pdf,"MOTOR PARK, ISALE ASA IREE, BORIPE, OSUN, Nigeria",7.9243758,4.7303397
OSUN,BORIPE,ISALE ASA IREE,29-06-09-004,SALEM SCHOOL,250,993,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,131,8,98,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/09/pu/004/004-1677411789.pdf,"SALEM SCHOOL, ISALE ASA IREE, BORIPE, OSUN, Nigeria",7.9243758,4.7303397
OSUN,BORIPE,ISALE ASA IREE,29-06-09-005,"BAPTIST HIGH SCHOOL I, IREE",132,750,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,55,14,58,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/09/pu/005/005-1677366813.pdf,"BAPTIST HIGH SCHOOL I, IREE, ISALE ASA IREE, BORIPE, OSUN, Nigeria",7.9336385,4.7216093
OSUN,BORIPE,ISALE ASA IREE,29-06-09-008,"BAPTIST WELFARE CENTRE, IREE",198,746,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,71,12,103,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/09/pu/008/008-1677377786.pdf,"BAPTIST WELFARE CENTRE, IREE, ISALE ASA IREE, BORIPE, OSUN, Nigeria",7.9349237,4.7258235
OSUN,BORIPE,OKE ESA/OKE OGI,29-06-10-001,"MATERNITY, CENTRE, IREE",233,806,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,97,2,128,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/10/pu/001/001-1677364403.pdf,"MATERNITY, CENTRE, IREE, OKE ESA/OKE OGI, BORIPE, OSUN, Nigeria",7.935237,4.7303397
OSUN,BORIPE,OKE ESA/OKE OGI,29-06-10-002,"DISPENSARY CENTRE, IREE",238,774,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,95,3,135,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/10/pu/002/002-1677365767.pdf,"DISPENSARY CENTRE, IREE, OKE ESA/OKE OGI, BORIPE, OSUN, Nigeria",7.942495,4.725517
OSUN,BORIPE,OKE ESA/OKE OGI,29-06-10-003,"N.U.D. PRY. SCHOOL, IREE",128,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,49,6,67,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/10/pu/003/003-1677363194.pdf,"N.U.D. PRY. SCHOOL, IREE, OKE ESA/OKE OGI, BORIPE, OSUN, Nigeria",7.8998575,4.6926794
OSUN,BORIPE,OKE ESA/OKE OGI,29-06-10-004,"NEW POST OFFICE, IREE",164,792,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,59,6,91,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3709/ward/24450/pu/97495/97495-1677750366.pdf,"NEW POST OFFICE, IREE, OKE ESA/OKE OGI, BORIPE, OSUN, Nigeria",7.935237,4.7303397
OSUN,BORIPE,OKE ESA/OKE OGI,29-06-10-005,"BAALE ITAKE, IREE",263,726,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/10/pu/005/005-1677364041.pdf,"BAALE ITAKE, IREE, OKE ESA/OKE OGI, BORIPE, OSUN, Nigeria",7.935237,4.7303397
OSUN,BORIPE,OKE ESA/OKE OGI,29-06-10-007,ANWAR ULDEEN SCHOOL IREE,207,513,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,79,0,121,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/10/pu/007/007-1677362798.pdf,"ANWAR ULDEEN SCHOOL IREE, OKE ESA/OKE OGI, BORIPE, OSUN, Nigeria",7.946404,4.722843
OSUN,BORIPE,OKE AREE,29-06-11-001,"POLY. STAFF. SCHOOL, IREE",128,323,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,8,120,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/11/pu/001/001-1677362450.pdf,"POLY. STAFF. SCHOOL, IREE, OKE AREE, BORIPE, OSUN, Nigeria",7.9420115,4.7316332
OSUN,BORIPE,OKE AREE,29-06-11-002,"COURT HALL, IREE",199,927,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,92,6,88,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/11/pu/002/002-1677364109.pdf,"COURT HALL, IREE, OKE AREE, BORIPE, OSUN, Nigeria",8.0197744,4.6730947
OSUN,BORIPE,OKE AREE,29-06-11-003,"OLD POST OFFICE, IREE",134,757,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,58,4,72,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/11/pu/003/003-1677369228.pdf,"OLD POST OFFICE, IREE, OKE AREE, BORIPE, OSUN, Nigeria",7.9420115,4.7316332
OSUN,BORIPE,OKE AREE,29-06-11-004,"N.E.P.A./P.H.C.N. OFFICE, IREE",246,836,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,173,2,68,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/11/pu/004/004-1677371016.pdf,"N.E.P.A./P.H.C.N. OFFICE, IREE, OKE AREE, BORIPE, OSUN, Nigeria",7.9390232,4.7274633
OSUN,BORIPE,OKE AREE,29-06-11-005,"IYAJI LAGBEDU, IREE",281,790,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,121,3,148,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/11/pu/005/005-1677365103.pdf,"IYAJI LAGBEDU, IREE, OKE AREE, BORIPE, OSUN, Nigeria",7.9420115,4.7316332
OSUN,BORIPE,OKE AREE,29-06-11-006,"IYAJI ASALU, IREE",202,569,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,105,5,90,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/11/pu/006/006-1677362371.pdf,"IYAJI ASALU, IREE, OKE AREE, BORIPE, OSUN, Nigeria",7.9420115,4.7316332
OSUN,BORIPE,OKE AREE,29-06-11-007,"BAPTIST PRY. SCHOOL, IREE",211,623,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,113,3,93,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/11/pu/007/007-1677364688.pdf,"BAPTIST PRY. SCHOOL, IREE, OKE AREE, BORIPE, OSUN, Nigeria",7.9386342,4.7338566
OSUN,EDE NORTH,OLABA/ATAPARA,29-07-01-001,BESIDE FUNMI COSMETICS,200,450,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,68,1,129,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3710/ward/24452/pu/97506/97506-1677481638.pdf,"BESIDE FUNMI COSMETICS, OLABA/ATAPARA, EDE NORTH, OSUN, Nigeria",7.7411095,4.4355737
OSUN,EDE NORTH,OLABA/ATAPARA,29-07-01-003,"NO. 5, OLOJO'S LANE`",222,442,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,54,2,162,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/01/pu/003/003-1677404048.pdf,"NO. 5, OLOJO'S LANE`, OLABA/ATAPARA, EDE NORTH, OSUN, Nigeria",7.7411095,4.4355737
OSUN,EDE NORTH,OLABA/ATAPARA,29-07-01-004,78B ATE'S COMPD.,180,421,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,80,4,84,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3710/ward/24452/pu/97509/97509-1677527000.pdf,"78B ATE'S COMPD., OLABA/ATAPARA, EDE NORTH, OSUN, Nigeria",7.7411095,4.4355737
OSUN,EDE NORTH,OLABA/ATAPARA,29-07-01-006,BATETU COMP.,210,638,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,94,3,103,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/01/pu/006/006-1677389936.pdf,"BATETU COMP., OLABA/ATAPARA, EDE NORTH, OSUN, Nigeria",7.7411095,4.4355737
OSUN,EDE NORTH,OLABA/ATAPARA,29-07-01-007,7 OLOBA LANE,271,536,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,103,6,143,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3710/ward/24452/pu/97512/97512-1677484577.pdf,"7 OLOBA LANE, OLABA/ATAPARA, EDE NORTH, OSUN, Nigeria",7.7411095,4.4355737
OSUN,EDE NORTH,OLABA/ATAPARA,29-07-01-010,"16B, OJULAREDE STREET, ALAWO COMPD.",190,364,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,107,3,76,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/01/pu/010/010-1677394714.pdf,"16B, OJULAREDE STREET, ALAWO COMPD., OLABA/ATAPARA, EDE NORTH, OSUN, Nigeria",7.7365907,4.439619
OSUN,EDE NORTH,ABOGUNDE/SAGBA,29-07-02-002,SUFIANU MAIN COMP.,219,557,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,53,1,156,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3710/ward/24453/pu/97517/97517-1677452861.pdf,"SUFIANU MAIN COMP., ABOGUNDE/SAGBA, EDE NORTH, OSUN, Nigeria",7.7245175,4.4027782
OSUN,EDE NORTH,ABOGUNDE/SAGBA,29-07-02-003,FED. POLYTECHNIC IN FRONT OF RAMAT HALL,193,668,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,53,33,95,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3710/ward/24453/pu/97518/97518-1677496131.pdf,"FED. POLYTECHNIC IN FRONT OF RAMAT HALL, ABOGUNDE/SAGBA, EDE NORTH, OSUN, Nigeria",7.7294282,4.4223612
OSUN,EDE NORTH,ABOGUNDE/SAGBA,29-07-02-004,"C.A.C. PRY. SCHOOL, TALAFIA",257,673,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,68,7,168,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3710/ward/24453/pu/97519/97519-1677469268.pdf,"C.A.C. PRY. SCHOOL, TALAFIA, ABOGUNDE/SAGBA, EDE NORTH, OSUN, Nigeria",7.7362614,4.4254837
OSUN,EDE NORTH,ABOGUNDE/SAGBA,29-07-02-005,"L.A. PRY. SCHOOL, ADOGBE",224,573,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,52,6,49,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3710/ward/24453/pu/97520/97520-1677492658.pdf,"L.A. PRY. SCHOOL, ADOGBE, ABOGUNDE/SAGBA, EDE NORTH, OSUN, Nigeria",7.7389671,4.4258053
OSUN,EDE NORTH,ABOGUNDE/SAGBA,29-07-02-006,12 BISIKU LANE,175,391,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,49,0,122,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/02/pu/006/006-1677391693.pdf,"12 BISIKU LANE, ABOGUNDE/SAGBA, EDE NORTH, OSUN, Nigeria",7.7415137,4.4299391
OSUN,EDE NORTH,ABOGUNDE/SAGBA,29-07-02-007,127 OJISUN COMP.,137,421,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,39,0,96,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3710/ward/24453/pu/97522/97522-1677480754.pdf,"127 OJISUN COMP., ABOGUNDE/SAGBA, EDE NORTH, OSUN, Nigeria",7.7245175,4.4027782
OSUN,EDE NORTH,ABOGUNDE/SAGBA,29-07-02-008,BESIDE LAWYER MOGAJI'S HOUSE,251,513,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,51,2,192,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/02/pu/008/008-1677383960.pdf,"BESIDE LAWYER MOGAJI'S HOUSE, ABOGUNDE/SAGBA, EDE NORTH, OSUN, Nigeria",7.7245175,4.4027782
OSUN,EDE NORTH,ABOGUNDE/SAGBA,29-07-02-009,ABOGUNDE COMP.,217,731,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,36,4,176,3,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/02/pu/009/009-1677405746.pdf,"ABOGUNDE COMP., ABOGUNDE/SAGBA, EDE NORTH, OSUN, Nigeria",7.7402753,4.4282372
OSUN,EDE NORTH,ABOGUNDE/SAGBA,29-07-02-010,ABOGUNDE COMP. (OPEN SPACE),158,409,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,46,4,104,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3710/ward/24453/pu/97525/97525-1677474750.pdf,"ABOGUNDE COMP. (OPEN SPACE), ABOGUNDE/SAGBA, EDE NORTH, OSUN, Nigeria",7.7402753,4.4282372
OSUN,EDE NORTH,ABOGUNDE/SAGBA,29-07-02-012,"53 SAGBA AREA, OPP. SAGBA MOSQUE",150,401,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,38,0,98,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/02/pu/012/012-1677408506.pdf,"53 SAGBA AREA, OPP. SAGBA MOSQUE, ABOGUNDE/SAGBA, EDE NORTH, OSUN, Nigeria",7.744729,4.4314531
OSUN,EDE NORTH,ABOGUNDE/SAGBA,29-07-02-014,OPEN SPACE ONISO COMP.,157,273,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,20,2,110,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/02/pu/014/014-1677390651.pdf,"OPEN SPACE ONISO COMP., ABOGUNDE/SAGBA, EDE NORTH, OSUN, Nigeria",7.7245175,4.4027782
OSUN,EDE NORTH,ABOGUNDE/SAGBA,29-07-02-015,IYAAGBA KUBIYA COMP.,179,347,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,52,1,121,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/02/pu/015/015-1677423492.pdf,"IYAAGBA KUBIYA COMP., ABOGUNDE/SAGBA, EDE NORTH, OSUN, Nigeria",7.7245175,4.4027782
OSUN,EDE NORTH,ABOGUNDE/SAGBA,29-07-02-016,ADO INAJA COMP.,149,432,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,44,1,100,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/02/pu/016/016-1677384915.pdf,"ADO INAJA COMP., ABOGUNDE/SAGBA, EDE NORTH, OSUN, Nigeria",7.7245175,4.4027782
OSUN,EDE NORTH,ABOGUNDE/SAGBA,29-07-02-017,BABA OYA COMP.,129,313,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,23,0,101,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3710/ward/24453/pu/97532/97532-1677464281.pdf,"BABA OYA COMP., ABOGUNDE/SAGBA, EDE NORTH, OSUN, Nigeria",7.7245175,4.4027782
OSUN,EDE NORTH,ABOGUNDE/SAGBA,29-07-02-018,ALAGBEDE COMP.,137,322,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,49,0,85,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3710/ward/24453/pu/97533/97533-1677496109.pdf,"ALAGBEDE COMP., ABOGUNDE/SAGBA, EDE NORTH, OSUN, Nigeria",7.7245175,4.4027782
OSUN,EDE NORTH,ABOGUNDE/SAGBA,29-07-02-020,AREJA COMP.,99,257,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,27,0,72,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/96434/result_38406_1677514253_thumb.jpg,"AREJA COMP., ABOGUNDE/SAGBA, EDE NORTH, OSUN, Nigeria",7.7245175,4.4027782
OSUN,EDE NORTH,ABOGUNDE/SAGBA,29-07-02-021,OSORUNDUN COMP.,71,117,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,20,0,50,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/96435/result_38407_1677560580_thumb.jpg,"OSORUNDUN COMP., ABOGUNDE/SAGBA, EDE NORTH, OSUN, Nigeria",7.7245175,4.4027782
OSUN,EDE NORTH,ABOGUNDE/SAGBA,29-07-02-022,INFRONT OF OLUGAN MOSQUE,243,743,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,39,6,192,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3710/ward/24453/pu/97537/97537-1677479413.pdf,"INFRONT OF OLUGAN MOSQUE, ABOGUNDE/SAGBA, EDE NORTH, OSUN, Nigeria",7.7245175,4.4027782
OSUN,EDE NORTH,OLOGUN/AGBAAKIN,29-07-03-001,7 OLOGUN SQUARE,277,594,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,111,0,160,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/96437/result_38409_1677501259_thumb.jpg,"7 OLOGUN SQUARE, OLOGUN/AGBAAKIN, EDE NORTH, OSUN, Nigeria",7.7356516,4.4394333
OSUN,EDE NORTH,OLOGUN/AGBAAKIN,29-07-03-002,ODUNAYE SQUARE,228,444,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,91,0,124,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/03/pu/002/002-1677379604.pdf,"ODUNAYE SQUARE, OLOGUN/AGBAAKIN, EDE NORTH, OSUN, Nigeria",7.7356516,4.4394333
OSUN,EDE NORTH,OLOGUN/AGBAAKIN,29-07-03-003,ARANYIN SQUARE,215,479,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,112,1,94,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/03/pu/003/003-1677392934.pdf,"ARANYIN SQUARE, OLOGUN/AGBAAKIN, EDE NORTH, OSUN, Nigeria",7.7356516,4.4394333
OSUN,EDE NORTH,OLOGUN/AGBAAKIN,29-07-03-004,OPEN SPACE IN FRONT OF BAALE ILE ARANYIN( ARANYIN SQUARE,332,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,287,0,23,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/03/pu/004/004-1677380248.pdf,"OPEN SPACE IN FRONT OF BAALE ILE ARANYIN( ARANYIN SQUARE, OLOGUN/AGBAAKIN, EDE NORTH, OSUN, Nigeria",7.7356516,4.4394333
OSUN,EDE NORTH,OLOGUN/AGBAAKIN,29-07-03-005,AWORO COMPD.,163,347,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,65,0,94,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/03/pu/005/005-1677393676.pdf,"AWORO COMPD., OLOGUN/AGBAAKIN, EDE NORTH, OSUN, Nigeria",7.7356516,4.4394333
OSUN,EDE NORTH,OLOGUN/AGBAAKIN,29-07-03-006,"41B AREJA SQUARE, YIDI ROAD",244,475,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,97,0,140,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/03/pu/006/006-1677386168.pdf,"41B AREJA SQUARE, YIDI ROAD, OLOGUN/AGBAAKIN, EDE NORTH, OSUN, Nigeria",7.7356516,4.4394333
OSUN,EDE NORTH,OLOGUN/AGBAAKIN,29-07-03-008,OLUKOLO (IDI-OSE),185,369,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,62,0,120,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/03/pu/008/008-1677394496.pdf,"OLUKOLO (IDI-OSE), OLOGUN/AGBAAKIN, EDE NORTH, OSUN, Nigeria",7.7356516,4.4394333
OSUN,EDE NORTH,OLOGUN/AGBAAKIN,29-07-03-009,"OPEN SPACE TAJUDEEN ROAD, ",236,421,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/03/pu/009/009-1677386283.pdf,"OPEN SPACE TAJUDEEN ROAD, , OLOGUN/AGBAAKIN, EDE NORTH, OSUN, Nigeria",7.7356516,4.4394333
OSUN,EDE NORTH,OLOGUN/AGBAAKIN,29-07-03-010,"NO. 10 TAJUDEEN ROAD, AGBABIADA",325,660,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,126,0,178,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/03/pu/010/010-1677386544.pdf,"NO. 10 TAJUDEEN ROAD, AGBABIADA, OLOGUN/AGBAAKIN, EDE NORTH, OSUN, Nigeria",7.7356516,4.4394333
OSUN,EDE NORTH,OLOGUN/AGBAAKIN,29-07-03-012,ADODO COMPOUND,197,403,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,70,1,120,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/03/pu/012/012-1677381833.pdf,"ADODO COMPOUND, OLOGUN/AGBAAKIN, EDE NORTH, OSUN, Nigeria",7.7356516,4.4394333
OSUN,EDE NORTH,OLUSOKUN,29-07-04-001,59 ALAKAS COMPOUND,284,589,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,89,1,160,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/04/pu/001/001-1677381656.pdf,"59 ALAKAS COMPOUND, OLUSOKUN, EDE NORTH, OSUN, Nigeria",7.7451179,4.5057333
OSUN,EDE NORTH,OLUSOKUN,29-07-04-002,BARA OKUSEHINDE COMPOUND,328,656,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,80,5,235,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/04/pu/002/002-1677380889.pdf,"BARA OKUSEHINDE COMPOUND, OLUSOKUN, EDE NORTH, OSUN, Nigeria",7.7451179,4.5057333
OSUN,EDE NORTH,OLUSOKUN,29-07-04-003,KUMOMI JUNCTION COMP.,232,537,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,56,0,161,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/07/ward/04/pu/003/003-1677380939.pdf,"KUMOMI JUNCTION COMP., OLUSOKUN, EDE NORTH, OSUN, Nigeria",7.7451179,4.5057333
