State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File,Full_Location,Latitude,Longitude,Latitude_rad,Longitude_rad,Cluster_500m,Cluster_1000m,Cluster_2000m,Local_Moran_I,Local_Moran_p,Local_Moran_Significant,Local_Moran_Outlier,Getis_Ord_Gi,Getis_Ord_p,Getis_Ord_Significant,Getis_Ord_HotSpot,Getis_Ord_ColdSpot,Isolation_Forest_Score,Isolation_Forest_Outlier,Outlier_Score
OSUN,AYEDAADE,ANLUGBUA,29-03-10-002,"OLUWO COMPD. OLUWO COMPD, ORILE OWU",209,518,True,-1,False,False,False,False,UNKNOWN,102,2,98,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/10/pu/002/002-1677418215.pdf,"OLUWO COMPD. OLUWO COMPD, ORILE OWU, ANLUGBUA, AYEDAADE, OSUN, Nigeria",7.2484451,4.3324324,0.1265092326450496,0.0756152100000799,11,14,15,0.0004532093180465,0.453,False,False,-0.0635026505633274,0.446,False,False,False,1,False,0
OSUN,AYEDAADE,ANLUGBUA,29-03-10-003,"FARM SETTLEMENT, FARM SETTLEMENT, ORILEOWU",220,755,True,-1,False,False,False,False,UNKNOWN,117,9,83,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/10/pu/003/003-1677422305.pdf,"FARM SETTLEMENT, FARM SETTLEMENT, ORILEOWU, ANLUGBUA, AYEDAADE, OSUN, Nigeria",7.2484451,4.3324324,0.1265092326450496,0.0756152100000799,11,14,15,0.019433797816838,0.45,False,False,-0.067386803019486,0.44,False,False,False,1,False,0
OSUN,AYEDAADE,ANLUGBUA,29-03-10-004,"SABO I, SABO AREA",185,526,True,-1,False,False,False,False,UNKNOWN,112,0,60,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/10/pu/004/004-1677420556.pdf,"SABO I, SABO AREA, ANLUGBUA, AYEDAADE, OSUN, Nigeria",7.2125391,4.3256918,0.1258825547238285,0.07549756433652,12,15,16,0.7529319992946094,0.012,True,False,-1.0446446106084448,0.008,True,False,True,1,False,1
OSUN,AYEDAADE,ANLUGBUA,29-03-10-005,"SABO II, SABO AREA",90,228,True,-1,False,False,False,False,UNKNOWN,61,0,23,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/10/pu/005/005-1677423755.pdf,"SABO II, SABO AREA, ANLUGBUA, AYEDAADE, OSUN, Nigeria",7.2125391,4.3256918,0.1258825547238285,0.07549756433652,12,15,16,1.2819043924583664,0.023,True,False,-0.9062108437648227,0.012,True,False,True,1,False,1
OSUN,AYEDAADE,ANLUGBUA,29-03-10-007,"ST. PETER'S SCHOOL, OKE OLA ORILE OWU",138,350,True,-1,False,False,False,False,UNKNOWN,72,1,61,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/10/pu/007/007-1677423140.pdf,"ST. PETER'S SCHOOL, OKE OLA ORILE OWU, ANLUGBUA, AYEDAADE, OSUN, Nigeria",7.2484451,4.3324324,0.1265092326450496,0.0756152100000799,11,14,15,-0.0108203854946447,0.486,False,False,0.0150968102034198,0.483,False,False,False,1,False,0
OSUN,AYEDAADE,ANLUGBUA,29-03-10-008,"COURT HALL, OJUOJA, ORILE OWU",95,202,True,-1,False,False,False,False,UNKNOWN,37,2,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/10/pu/008/008-1677421669.pdf,"COURT HALL, OJUOJA, ORILE OWU, ANLUGBUA, AYEDAADE, OSUN, Nigeria",7.2487809,4.3305736,0.1265150934606778,0.0755827678199439,11,14,15,-0.063202971076574,0.472,False,False,0.0333979539189492,0.466,False,False,False,-1,True,1
OSUN,AYEDAADE,ANLUGBUA,29-03-10-009,"COURT HALL, OJU OJA, ORILE OWU",105,292,True,-1,True,False,False,False,UNKNOWN,47,0,56,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/10/pu/009/009-1677422999.pdf,"COURT HALL, OJU OJA, ORILE OWU, ANLUGBUA, AYEDAADE, OSUN, Nigeria",7.2484451,4.3324324,0.1265092326450496,0.0756152100000799,11,14,15,-0.0272264492103618,0.471,False,False,0.0338455438504963,0.465,False,False,False,1,False,0
OSUN,AYEDAADE,ANLUGBUA,29-03-10-011,"BAPT. PRY. SCHOOL, APENA AREA, ORILE OWU",162,431,True,-1,False,False,False,False,UNKNOWN,66,0,82,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/10/pu/011/011-1677424081.pdf,"BAPT. PRY. SCHOOL, APENA AREA, ORILE OWU, ANLUGBUA, AYEDAADE, OSUN, Nigeria",7.2484451,4.3324324,0.1265092326450496,0.0756152100000799,11,14,15,0.0195410696827994,0.453,False,False,-0.0636377692844009,0.448,False,False,False,1,False,0
OSUN,AYEDAADE,ANLUGBUA,29-03-10-012,"MOTAKO 1, MOTAKO VILLAGE",66,218,True,-1,True,False,False,False,UNKNOWN,38,0,26,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/10/pu/012/012-1677420647.pdf,"MOTAKO 1, MOTAKO VILLAGE, ANLUGBUA, AYEDAADE, OSUN, Nigeria",7.2812468,4.2960112,0.127081730310301,0.0749795401425526,-1,-1,-1,0.7352607807381856,0.12,False,False,-0.5415280826683625,0.101,False,False,False,1,False,0
OSUN,AYEDAADE,ANLUGBUA,29-03-10-013,"MOTAKO II, MOTAKO VILLAGE",18,86,True,-1,False,False,False,False,UNKNOWN,7,0,10,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/10/pu/013/013-1677428651.pdf,"MOTAKO II, MOTAKO VILLAGE, ANLUGBUA, AYEDAADE, OSUN, Nigeria",7.2812468,4.2960112,0.127081730310301,0.0749795401425526,-1,-1,-1,0.797969853557456,0.15,False,False,-0.4816148383033777,0.13,False,False,False,-1,True,1
OSUN,AYEDAADE,ANLUGBUA,29-03-10-014,"OPE AYOOLA, OPE AYOOLA VILLAGE",35,112,True,-1,False,False,False,False,UNKNOWN,21,1,9,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/10/pu/014/014-1677419470.pdf,"OPE AYOOLA, OPE AYOOLA VILLAGE, ANLUGBUA, AYEDAADE, OSUN, Nigeria",7.2002947,4.3323521,0.1256688496288973,0.0756138085006906,-1,-1,16,1.431652400230164,0.025,True,False,-0.8538545849674973,0.015,True,False,True,-1,True,2
OSUN,AYEDAADE,ANLUGBUA,29-03-10-015,"GBONA, GBONNA VILLAGE",219,478,True,-1,False,False,False,False,UNKNOWN,83,1,130,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/10/pu/015/015-1677424102.pdf,"GBONA, GBONNA VILLAGE, ANLUGBUA, AYEDAADE, OSUN, Nigeria",7.2125391,4.3256918,0.1258825547238285,0.07549756433652,12,15,16,-0.776571368245623,0.001,True,True,-1.3070649838226789,0.002,True,False,True,1,False,2
OSUN,AYEDAADE,ANLUGBUA,29-03-10-016,"ABIMBOLA VILLAGE, ABIMBOLA VILLAGE",134,298,True,-1,False,False,False,False,UNKNOWN,77,0,57,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/10/pu/016/016-1677410233.pdf,"ABIMBOLA VILLAGE, ABIMBOLA VILLAGE, ANLUGBUA, AYEDAADE, OSUN, Nigeria",7.2187845,4.3582793,0.1259915575169326,0.0760663235065137,-1,-1,16,0.8994200854020463,0.004,True,False,-1.1574290328579544,0.005,True,False,True,1,False,1
OSUN,AYEDAADE,ANLUGBUA,29-03-10-018,"ALAGBEDE, ALAGBEDE VILLAGE",55,173,True,-1,False,False,False,False,UNKNOWN,29,1,24,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/10/pu/018/018-1677415921.pdf,"ALAGBEDE, ALAGBEDE VILLAGE, ANLUGBUA, AYEDAADE, OSUN, Nigeria",7.2165932,4.3412607,0.1259533121170336,0.0757692929024338,-1,-1,16,1.1913882286657018,0.026,True,False,-0.8535641469051465,0.015,True,False,True,-1,True,2
OSUN,AYEDAADE,ANLUGBUA,29-03-10-019,COMMUNITY PRY. SCHOOL ALABAMETA,146,427,True,-1,False,False,False,False,UNKNOWN,101,0,45,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/10/pu/019/019-1677414465.pdf,"COMMUNITY PRY. SCHOOL ALABAMETA, ANLUGBUA, AYEDAADE, OSUN, Nigeria",7.2125391,4.3256918,0.1258825547238285,0.07549756433652,12,15,16,0.9906760984810256,0.015,True,False,-0.9885081978656132,0.008,True,False,True,1,False,1
OSUN,AYEDAADE,ANLUGBUA,29-03-10-020,"ALAGUNTAN, ALAGUNTAN VILLAGE",67,303,True,-1,False,False,False,False,UNKNOWN,58,2,7,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/10/pu/020/020-1677418402.pdf,"ALAGUNTAN, ALAGUNTAN VILLAGE, ANLUGBUA, AYEDAADE, OSUN, Nigeria",7.2125391,4.3256918,0.1258825547238285,0.07549756433652,12,15,16,1.4507859830295888,0.027,True,False,-0.8463757015154004,0.018,True,False,True,-1,True,2
OSUN,AYEDAADE,ARAROMI-OWU,29-03-11-002,ARAROMI OWU II TOWN,214,530,True,-1,False,False,False,False,UNKNOWN,82,0,123,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/11/pu/002/002-1677371040.pdf,"ARAROMI OWU II TOWN, ARAROMI-OWU, AYEDAADE, OSUN, Nigeria",7.165309,4.3643817,0.1250582339727823,0.0761728304787874,-1,-1,-1,-0.0432757146412272,0.428,False,False,-0.0933579405618494,0.425,False,False,False,1,False,0
OSUN,AYEDAADE,ARAROMI-OWU,29-03-11-003,ARAROMI OWU MARKET,284,750,True,-1,False,True,False,False,UNKNOWN,143,0,112,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/11/pu/003/003-1677377701.pdf,"ARAROMI OWU MARKET, ARAROMI-OWU, AYEDAADE, OSUN, Nigeria",7.1372043,4.3359635,0.1245677144224971,0.0756768393212971,-1,-1,-1,-0.0133641983676165,0.463,False,False,-0.0521139019706428,0.451,False,False,False,1,False,0
OSUN,AYEDAADE,ARAROMI-OWU,29-03-11-004,"SANGODIRAN, SANGODIRAN VILLAGE",118,302,True,-1,False,False,False,False,UNKNOWN,53,0,59,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/11/pu/004/004-1677376235.pdf,"SANGODIRAN, SANGODIRAN VILLAGE, ARAROMI-OWU, AYEDAADE, OSUN, Nigeria",7.165309,4.3643817,0.1250582339727823,0.0761728304787874,-1,-1,-1,-0.1086979868805993,0.368,False,False,0.1466082357735017,0.374,False,False,False,1,False,0
OSUN,AYEDAADE,ARAROMI-OWU,29-03-11-005,"IDI IROKO, IDI IROKO VILLAGE",211,516,True,-1,False,False,False,False,UNKNOWN,106,1,103,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/11/pu/005/005-1677380611.pdf,"IDI IROKO, IDI IROKO VILLAGE, ARAROMI-OWU, AYEDAADE, OSUN, Nigeria",7.165309,4.3643817,0.1250582339727823,0.0761728304787874,-1,-1,-1,-0.0015979568824419,0.487,False,False,-0.0183710673153133,0.481,False,False,False,1,False,0
OSUN,AYEDAADE,ARAROMI-OWU,29-03-11-007,"AJEGUNLE, AJEGUNLE VILLAGE",239,515,True,-1,False,False,False,False,UNKNOWN,145,1,84,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/11/pu/007/007-1677374111.pdf,"AJEGUNLE, AJEGUNLE VILLAGE, ARAROMI-OWU, AYEDAADE, OSUN, Nigeria",7.1435618,4.3382107,0.1246786737296926,0.0757160603602479,-1,-1,-1,-0.0143138181646521,0.455,False,False,0.0528631569468714,0.441,False,False,False,1,False,0
OSUN,AYEDIRE,OLUPONNA  1,29-04-01-002,"D.C. SCHOOL, ADENLERE, ADENLERE",236,565,True,-1,False,False,False,False,UNKNOWN,102,4,126,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/01/pu/002/002-1677393384.pdf,"D.C. SCHOOL, ADENLERE, ADENLERE, OLUPONNA  1, AYEDIRE, OSUN, Nigeria",7.5897181,4.2242849,0.1324655701432082,0.0737276800472794,-1,-1,-1,0.6650771575442455,0.005,True,False,1.2819875763543214,0.007,True,True,False,1,False,1
OSUN,AYEDIRE,OLUPONNA  1,29-04-01-003,"METHODIST PRY. SCHOOL, IWO RAILWAY STATION",249,666,True,-1,False,False,False,False,UNKNOWN,143,2,101,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/01/pu/003/003-1677400921.pdf,"METHODIST PRY. SCHOOL, IWO RAILWAY STATION, OLUPONNA  1, AYEDIRE, OSUN, Nigeria",7.5613455,4.2032863,0.1319703748558569,0.0733611853389701,-1,-1,-1,0.0096366356885854,0.334,False,False,0.1957889338321422,0.34,False,False,False,1,False,0
OSUN,AYEDIRE,OLUPONNA  1,29-04-01-004,OLUPONNA TOWN HALL I,371,945,True,-1,False,False,False,False,UNKNOWN,148,13,204,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/01/pu/004/004-1677401831.pdf,"OLUPONNA TOWN HALL I, OLUPONNA  1, AYEDIRE, OSUN, Nigeria",7.6052968,4.1893787,0.1327374697513886,0.0731184519279197,13,16,17,1.402493671184547,0.066,False,False,0.7082889830295388,0.069,False,False,False,1,False,0
OSUN,AYEDIRE,OLUPONNA  1,29-04-01-005,OLUPONNA TOWN HALL II,263,739,True,-1,False,False,False,False,UNKNOWN,91,12,157,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/01/pu/005/005-1677404446.pdf,"OLUPONNA TOWN HALL II, OLUPONNA  1, AYEDIRE, OSUN, Nigeria",7.6052968,4.1893787,0.1327374697513886,0.0731184519279197,13,16,17,0.97289170433768,0.03,True,False,0.8841153756617549,0.039,True,True,False,1,False,1
OSUN,AYEDIRE,OLUPONNA  1I,29-04-02-001,"D.C. SCHOOL, OLUPONNA",302,750,True,-1,False,False,False,False,UNKNOWN,136,14,148,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/02/pu/001/001-1677402301.pdf,"D.C. SCHOOL, OLUPONNA, OLUPONNA  1I, AYEDIRE, OSUN, Nigeria",7.5240905,4.1539357,0.1313201524430264,0.0724998548811354,-1,-1,-1,0.651882906447616,0.068,False,False,0.6998200601345326,0.07,False,False,False,1,False,0
OSUN,AYEDIRE,OLUPONNA  1I,29-04-02-002,"BAPTIST SCHOOL, OLUPONNA",342,750,True,-1,False,False,False,False,UNKNOWN,157,4,180,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/02/pu/002/002-1677397899.pdf,"BAPTIST SCHOOL, OLUPONNA, OLUPONNA  1I, AYEDIRE, OSUN, Nigeria",7.5240905,4.1539357,0.1313201524430264,0.0724998548811354,-1,-1,-1,0.8879031191135935,0.102,False,False,0.5800164208101802,0.105,False,False,False,1,False,0
OSUN,AYEDIRE,OLUPONNA  1I,29-04-02-003,OJISUN OPEN SPACE,401,908,True,-1,False,False,False,False,UNKNOWN,161,2,225,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/02/pu/003/003-1677401509.pdf,"OJISUN OPEN SPACE, OLUPONNA  1I, AYEDIRE, OSUN, Nigeria",7.6033521,4.1867673,0.1327035283334251,0.0730728743998331,13,16,17,1.4936360690378094,0.085,False,False,0.6297300950765611,0.09,False,False,False,-1,True,1
OSUN,AYEDIRE,OLUPONNA  1I,29-04-02-004,ODE OTE/EJEMU MARKET,152,386,True,-1,False,False,False,False,UNKNOWN,78,0,70,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/02/pu/004/004-1677402770.pdf,"ODE OTE/EJEMU MARKET, OLUPONNA  1I, AYEDIRE, OSUN, Nigeria",7.6101992,4.1949013,0.1328230327726384,0.0732148394811904,-1,16,17,-0.6453071571343529,0.006,True,True,1.2101268967169612,0.011,True,True,False,1,False,2
OSUN,AYEDIRE,OLUPONNA  1II,29-04-03-001,ARAROMI MARKET I,397,823,True,-1,False,False,False,False,UNKNOWN,157,6,232,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/03/pu/001/001-1677396445.pdf,"ARAROMI MARKET I, OLUPONNA  1II, AYEDIRE, OSUN, Nigeria",7.6403955,4.1866417,0.1333500576295584,0.0730706822662926,14,17,18,1.1706032997470004,0.16,False,False,0.4680801287197278,0.153,False,False,False,-1,True,1
OSUN,AYEDIRE,OLUPONNA  1II,29-04-03-002,ARAROMI MARKET II,384,856,True,-1,False,False,False,False,UNKNOWN,161,2,197,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/03/pu/002/002-1677394858.pdf,"ARAROMI MARKET II, OLUPONNA  1II, AYEDIRE, OSUN, Nigeria",7.6403955,4.1866417,0.1333500576295584,0.0730706822662926,14,17,18,1.1076470243138985,0.095,False,False,0.5991003079354944,0.097,False,False,False,1,False,0
OSUN,AYEDIRE,OLUPONNA  1II,29-04-03-004,"SAINT JOHN'S SCHOOL, WAASINMI",211,433,True,-1,False,True,False,False,UNKNOWN,87,0,119,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/03/pu/004/004-1677393360.pdf,"SAINT JOHN'S SCHOOL, WAASINMI, OLUPONNA  1II, AYEDIRE, OSUN, Nigeria",7.5536917,4.166734,0.1318367908455677,0.0727232273547934,-1,-1,-1,0.193747000088261,0.135,False,False,0.5003122464497145,0.135,False,False,False,1,False,0
OSUN,AYEDIRE,OLUPONNA  1II,29-04-03-005,"D.C. SCHOOL, OLORI/ODUWO",222,464,True,-1,False,False,False,False,UNKNOWN,128,0,90,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/03/pu/005/005-1677395622.pdf,"D.C. SCHOOL, OLORI/ODUWO, OLUPONNA  1II, AYEDIRE, OSUN, Nigeria",7.5536917,4.166734,0.1318367908455677,0.0727232273547934,-1,-1,-1,-0.0958930673396459,0.093,False,False,0.6090234544670461,0.092,False,False,False,1,False,0
OSUN,AYEDIRE,OKE-OSUN,29-04-04-001,"CHRIST ANGLICAN SCHOOL, ELESIN",307,660,True,-1,False,False,False,False,UNKNOWN,145,0,157,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/04/pu/001/001-1677401082.pdf,"CHRIST ANGLICAN SCHOOL, ELESIN, OKE-OSUN, AYEDIRE, OSUN, Nigeria",7.5383485,4.2718177,0.1315690014877757,0.0745572839099713,-1,-1,-1,-0.934815898173662,0.026,True,True,-0.8485526491008378,0.016,True,False,True,1,False,2
OSUN,AYEDIRE,OKE-OSUN,29-04-04-002,IYANA IKIRE OPEN SPACE,203,440,True,-1,False,False,False,False,UNKNOWN,81,0,115,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/04/pu/002/002-1677393913.pdf,"IYANA IKIRE OPEN SPACE, OKE-OSUN, AYEDIRE, OSUN, Nigeria",7.5458323,4.2062912,0.1316996184383365,0.0734136307376633,-1,-1,-1,0.0752072546184732,0.292,False,False,0.2410009225813963,0.3,False,False,False,1,False,0
OSUN,AYEDIRE,OKE-OSUN,29-04-04-003,"A.U.D SCHOOL, ELEJI",168,503,True,-1,False,False,False,False,UNKNOWN,87,0,69,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/04/pu/003/003-1677398485.pdf,"A.U.D SCHOOL, ELEJI, OKE-OSUN, AYEDIRE, OSUN, Nigeria",7.6745916,4.251281,0.1339468921658996,0.074198850877477,-1,18,19,0.2009721496551246,0.216,False,False,-0.3643685550518856,0.209,False,False,False,1,False,0
OSUN,AYEDIRE,OKE-OSUN,29-04-04-004,"COMMUNITY  HIGH SCHOOL, ONIGANGAN",328,794,True,-1,False,False,False,False,UNKNOWN,115,5,152,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/04/pu/004/004-1677401959.pdf,"COMMUNITY  HIGH SCHOOL, ONIGANGAN, OKE-OSUN, AYEDIRE, OSUN, Nigeria",7.535993,4.236981,0.131527890257245,0.0739492687944418,-1,-1,-1,0.0193066793995629,0.486,False,False,0.0196179303615817,0.481,False,False,False,1,False,0
OSUN,AYEDIRE,OKE-OSUN,29-04-04-005,"N.U.D. SCHOOL, ILEIRAN",348,713,True,-1,False,False,False,False,UNKNOWN,139,0,201,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/04/pu/005/005-1677402392.pdf,"N.U.D. SCHOOL, ILEIRAN, OKE-OSUN, AYEDIRE, OSUN, Nigeria",7.5581613,4.264103,0.1319148000818149,0.0744226369941677,15,19,20,-1.9552341218551463,0.013,True,True,-1.0141244213469065,0.007,True,False,True,1,False,2
OSUN,AYEDIRE,OKE-OSUN,29-04-04-006,A.U.D. ABANIKANDA,285,730,True,-1,False,False,False,False,UNKNOWN,189,0,91,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/04/pu/006/006-1677401683.pdf,"A.U.D. ABANIKANDA, OKE-OSUN, AYEDIRE, OSUN, Nigeria",7.4992619,4.2616986,0.1308868116243657,0.0743806722976328,-1,-1,-1,-0.0271429178393263,0.332,False,False,0.1957060546217007,0.342,False,False,False,1,False,0
OSUN,AYEDIRE,OKE-OSUN,29-04-04-007,"D.C. SCHOOL, ALAGBAA",177,413,True,-1,False,False,False,False,UNKNOWN,99,0,78,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/04/pu/007/007-1677399294.pdf,"D.C. SCHOOL, ALAGBAA, OKE-OSUN, AYEDIRE, OSUN, Nigeria",7.476928,4.362678,0.1304970115345546,0.0761430953043211,-1,7,9,0.0300677809884572,0.433,False,False,-0.0787023766008657,0.432,False,False,False,1,False,0
OSUN,AYEDIRE,OKE-OSUN,29-04-04-008,MAMU/ABIMBOLA,118,281,True,-1,False,False,False,False,UNKNOWN,85,0,32,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/04/pu/008/008-1677393726.pdf,"MAMU/ABIMBOLA, OKE-OSUN, AYEDIRE, OSUN, Nigeria",7.5581613,4.264103,0.1319148000818149,0.0744226369941677,15,19,20,0.4728133148594534,0.205,False,False,-0.3798146645870983,0.197,False,False,False,1,False,0
OSUN,AYEDIRE,OKE-OSUN,29-04-04-009,OLORUNDA MARKET,31,104,True,-1,False,False,False,False,UNKNOWN,17,0,14,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/04/pu/009/009-1677394599.pdf,"OLORUNDA MARKET, OKE-OSUN, AYEDIRE, OSUN, Nigeria",7.5581613,4.264103,0.1319148000818149,0.0744226369941677,15,19,20,0.4938044343729739,0.251,False,False,-0.3123737369510218,0.233,False,False,False,-1,True,1
OSUN,AYEDIRE,OKE-OSUN,29-04-04-010,LAITAN VILLAGE,42,129,True,-1,False,False,False,False,UNKNOWN,32,0,9,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/04/pu/010/010-1677399330.pdf,"LAITAN VILLAGE, OKE-OSUN, AYEDIRE, OSUN, Nigeria",7.5581613,4.264103,0.1319148000818149,0.0744226369941677,15,19,20,0.4915170565285269,0.261,False,False,-0.2936376953344002,0.246,False,False,False,-1,True,1
OSUN,AYEDIRE,OKE-OSUN,29-04-04-011,AJEBANDELE VILLAGE,39,103,True,-1,False,True,False,False,UNKNOWN,28,0,10,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/04/pu/011/011-1677398106.pdf,"AJEBANDELE VILLAGE, OKE-OSUN, AYEDIRE, OSUN, Nigeria",7.5581613,4.264103,0.1319148000818149,0.0744226369941677,15,19,20,0.4922569058148418,0.259,False,False,-0.2973850148587406,0.245,False,False,False,-1,True,1
OSUN,AYEDIRE,ILEOGBO  I,29-04-05-001,IDI ORE MARKET,350,708,True,-1,False,False,False,False,UNKNOWN,239,0,101,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/05/pu/001/001-1677405423.pdf,"IDI ORE MARKET, ILEOGBO  I, AYEDIRE, OSUN, Nigeria",7.6314425,4.2358987,0.1331937983016273,0.0739303790959475,-1,-1,21,0.032387001242765,0.074,False,False,0.6579597128646347,0.074,False,False,False,-1,True,1
OSUN,AYEDIRE,ILEOGBO  I,29-04-05-002,"LUTHER KING'S COLLEGE, ILEOGBO",424,938,True,-1,False,False,False,False,UNKNOWN,231,26,147,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/05/pu/002/002-1677405669.pdf,"LUTHER KING'S COLLEGE, ILEOGBO, ILEOGBO  I, AYEDIRE, OSUN, Nigeria",7.6274092,4.2389295,0.1331234039369066,0.0739832765349169,-1,-1,21,0.4431066074587351,0.141,False,False,0.4855899121457934,0.14,False,False,False,-1,True,1
OSUN,AYEDIRE,ILEOGBO  I,29-04-05-003,"METHODIST PRY. SCHOOL, ILEOGBO",264,567,True,-1,False,False,False,False,UNKNOWN,153,3,106,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/05/pu/003/003-1677396043.pdf,"METHODIST PRY. SCHOOL, ILEOGBO, ILEOGBO  I, AYEDIRE, OSUN, Nigeria",7.5613455,4.2032863,0.1319703748558569,0.0733611853389701,-1,-1,-1,0.025336765110739,0.344,False,False,0.1770440216642239,0.357,False,False,False,1,False,0
OSUN,AYEDIRE,ILEOGBO  I,29-04-05-004,"N.U. D. SCHOOL, ILEOGBO I",230,526,True,-1,False,False,False,False,UNKNOWN,158,6,65,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/05/pu/004/004-1677398911.pdf,"N.U. D. SCHOOL, ILEOGBO I, ILEOGBO  I, AYEDIRE, OSUN, Nigeria",7.6314425,4.2358987,0.1331937983016273,0.0739303790959475,-1,-1,21,-0.4974375375166386,0.049,True,True,0.7929972124800657,0.052,False,False,False,1,False,1
OSUN,AYEDIRE,ILEOGBO  I,29-04-05-005,"N.U. D. SCHOOL, ILEOGBO II",161,370,True,-1,False,False,False,False,UNKNOWN,110,0,48,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/05/pu/005/005-1677396763.pdf,"N.U. D. SCHOOL, ILEOGBO II, ILEOGBO  I, AYEDIRE, OSUN, Nigeria",7.6152617,4.2307723,0.1329113900660206,0.0738409065371732,-1,-1,21,-0.8112371384475406,0.032,True,True,0.8568337726596366,0.044,True,True,False,1,False,2
OSUN,AYEDIRE,ILEOGBO  II,29-04-06-003,ALARAN OPEN SPACE,378,755,True,-1,False,False,False,False,UNKNOWN,161,0,216,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/06/pu/003/003-1677397567.pdf,"ALARAN OPEN SPACE, ILEOGBO  II, AYEDIRE, OSUN, Nigeria",7.6152617,4.2307723,0.1329113900660206,0.0738409065371732,-1,-1,21,0.4990271548400434,0.305,False,False,0.2270571894228481,0.309,False,False,False,1,False,0
