State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File,Full_Location,Latitude,Longitude,Latitude_rad,Longitude_rad,Cluster_500m,Cluster_1000m,Cluster_2000m,Local_Moran_I,Local_Moran_p,Local_Moran_Significant,Local_Moran_Outlier,Getis_Ord_Gi,Getis_Ord_p,Getis_Ord_Significant,Getis_Ord_HotSpot,Getis_Ord_ColdSpot,Isolation_Forest_Score,Isolation_Forest_Outlier,Outlier_Score
OSUN,IFELODUN,OLONDE IKIRUN,29-14-08-006,IDI ESU SHRINE/IDI ESU I,284,659,True,-1,False,False,False,False,UNKNOWN,176,8,93,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3717/ward/24532/pu/98239/98239-1677783245.pdf,"IDI ESU SHRINE/IDI ESU I, OLONDE IKIRUN, IFELODUN, OSUN, Nigeria",7.9154972,4.6747473,0.1381514880723921,0.0815897320837151,57,8,10,-0.0023168919232267,0.466,False,False,0.0228777281988183,0.484,False,False,False,1,False,0
OSUN,IFELODUN,OLONDE IKIRUN,29-14-08-007,IDI ESU SHRINE/IDI ESU II,219,649,True,-1,False,True,False,False,UNKNOWN,97,7,96,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3717/ward/24532/pu/98240/98240-1677766152.pdf,"IDI ESU SHRINE/IDI ESU II, OLONDE IKIRUN, IFELODUN, OSUN, Nigeria",7.9154972,4.6747473,0.1381514880723921,0.0815897320837151,57,8,10,-0.0005209046404205,0.48,False,False,0.0116303127378816,0.492,False,False,False,1,False,0
OSUN,IFELODUN,OLONDE IKIRUN,29-14-08-009,OKE AGBON,322,843,True,-1,False,True,False,False,UNKNOWN,147,16,134,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3717/ward/24532/pu/98242/98242-1677566847.pdf,"OKE AGBON, OLONDE IKIRUN, IFELODUN, OSUN, Nigeria",7.9154972,4.6747473,0.1381514880723921,0.0815897320837151,57,8,10,-0.0877562953287366,0.399,False,False,-0.1308494074860491,0.395,False,False,False,1,False,0
OSUN,IFELODUN,IBA  I,29-14-09-001,IBA  OPEN SPACE/RCM I,197,511,True,-1,False,False,False,False,UNKNOWN,49,1,144,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/14/ward/09/pu/001/001-1677370880.pdf,"IBA  OPEN SPACE/RCM I, IBA  I, IFELODUN, OSUN, Nigeria",7.9690546,4.7037525,0.1390862410411997,0.0820959683239145,-1,-1,25,-0.4022362058920121,0.156,False,False,-0.4690030127002397,0.16,False,False,False,1,False,0
OSUN,IFELODUN,IBA  I,29-14-09-004,OJA OBADA/OJA OBADA II,184,412,True,-1,False,False,False,False,UNKNOWN,70,2,71,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/14/ward/09/pu/004/004-1677368227.pdf,"OJA OBADA/OJA OBADA II, IBA  I, IFELODUN, OSUN, Nigeria",7.9601194,4.6915484,0.1389302923818755,0.0818829665966719,-1,-1,25,-0.2630606318605445,0.125,False,False,0.5111967626219837,0.136,False,False,False,1,False,0
OSUN,IFELODUN,IBA  I,29-14-09-005,SCHOOL PREMISES/JEHOVAH JIRE,242,657,True,-1,True,False,False,False,UNKNOWN,89,1,137,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/14/ward/09/pu/005/005-1677371301.pdf,"SCHOOL PREMISES/JEHOVAH JIRE, IBA  I, IFELODUN, OSUN, Nigeria",7.9601194,4.6915484,0.1389302923818755,0.0818829665966719,-1,-1,25,0.1911168924003999,0.279,False,False,0.2637554534453253,0.279,False,False,False,1,False,0
OSUN,IFELODUN,IBA  II,29-14-10-001,OPEN SPACE IBA/ST PETER'S SCHOOL  I,103,322,True,-1,False,False,False,False,UNKNOWN,52,0,44,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/14/ward/10/pu/001/001-1677377843.pdf,"OPEN SPACE IBA/ST PETER'S SCHOOL  I, IBA  II, IFELODUN, OSUN, Nigeria",7.9690546,4.7037525,0.1390862410411997,0.0820959683239145,-1,-1,25,0.0955856432629542,0.425,False,False,-0.0940358749805616,0.426,False,False,False,1,False,0
OSUN,IFELODUN,IBA  II,29-14-10-002,IBA/ST. PETERS SCHOOL IBA I,90,357,True,-1,False,False,False,False,UNKNOWN,39,2,48,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3717/ward/24534/pu/98250/98250-1677655901.pdf,"IBA/ST. PETERS SCHOOL IBA I, IBA  II, IFELODUN, OSUN, Nigeria",7.9656412,4.7031263,0.1390266659725121,0.0820850390721385,-1,-1,25,0.1312325616440577,0.387,False,False,-0.1390981293861653,0.383,False,False,False,1,False,0
OSUN,IFELODUN,IBA  II,29-14-10-003,IBA/ST. PETER'S SCHOOL IBA II,143,418,True,-1,False,False,False,False,UNKNOWN,62,1,75,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3717/ward/24534/pu/98251/98251-1677658356.pdf,"IBA/ST. PETER'S SCHOOL IBA II, IBA  II, IFELODUN, OSUN, Nigeria",7.9668934,4.7070079,0.1390485209854056,0.082152785772384,-1,-1,25,0.1054639501516413,0.301,False,False,-0.2403070243591501,0.318,False,False,False,1,False,0
OSUN,IFELODUN,IBA  II,29-14-10-004,GAA LAMBE,122,355,True,-1,False,False,False,False,UNKNOWN,40,3,77,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/14/ward/10/pu/004/004-1677380893.pdf,"GAA LAMBE, IBA  II, IFELODUN, OSUN, Nigeria",7.9571988,4.7096476,0.1388793182957417,0.0821988572286488,-1,-1,25,0.0375802659105746,0.425,False,False,-0.0937414720741193,0.426,False,False,False,1,False,0
OSUN,IFELODUN,IBA  II,29-14-10-006,OJOMU COMPOUND,148,397,True,-1,False,False,False,False,UNKNOWN,55,0,85,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3717/ward/24534/pu/98254/98254-1677656626.pdf,"OJOMU COMPOUND, IBA  II, IFELODUN, OSUN, Nigeria",7.9571988,4.7096476,0.1388793182957417,0.0821988572286488,-1,-1,25,0.031074616634375,0.402,False,False,-0.1237328285654478,0.4,False,False,False,1,False,0
OSUN,IFELODUN,IBA  II,29-14-10-007,ALAARO / ALAARO,156,381,True,-1,False,False,False,False,UNKNOWN,31,6,115,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/14/ward/10/pu/007/007-1677399738.pdf,"ALAARO / ALAARO, IBA  II, IFELODUN, OSUN, Nigeria",7.9571988,4.7096476,0.1388793182957417,0.0821988572286488,-1,-1,25,-0.0737980776176136,0.302,False,False,-0.2362099010974924,0.319,False,False,False,1,False,0
OSUN,IFELODUN,OBAGUN,29-14-11-001,IREE ROAD/MATERNITY,256,601,True,-1,False,False,False,False,UNKNOWN,104,3,140,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3717/ward/24535/pu/98257/98257-1677585684.pdf,"IREE ROAD/MATERNITY, OBAGUN, IFELODUN, OSUN, Nigeria",7.9253209,4.7213426,0.1383229439821202,0.0824029734846696,-1,24,25,-0.4081013642495498,0.136,False,False,-0.521635535270195,0.133,False,False,False,1,False,0
OSUN,IFELODUN,OBAGUN,29-14-11-003,"OBAAGUN/ST. MICHAEL PRY. SCH., II",173,456,True,-1,False,False,False,False,UNKNOWN,70,3,85,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3717/ward/24535/pu/98259/98259-1677602297.pdf,"OBAAGUN/ST. MICHAEL PRY. SCH., II, OBAGUN, IFELODUN, OSUN, Nigeria",7.9602357,4.6812086,0.1389323221997956,0.0817025030426742,-1,-1,25,-0.1767225439526681,0.062,False,False,0.7029252760004999,0.068,False,False,False,1,False,0
OSUN,IFELODUN,OBAGUN,29-14-11-004,AOGUN'S COMPOUND/AOGUN/BABER CENTRE,311,766,True,-1,False,False,False,False,UNKNOWN,191,3,113,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3717/ward/24535/pu/98260/98260-1677603619.pdf,"AOGUN'S COMPOUND/AOGUN/BABER CENTRE, OBAGUN, IFELODUN, OSUN, Nigeria",7.9385058,4.6812086,0.1385530638986664,0.0817025030426742,-1,-1,-1,0.1208575257226487,0.161,False,False,0.440133012727211,0.171,False,False,False,1,False,0
OSUN,IFELODUN,OBAGUN,29-14-11-005,OBAAGN/COURT HALL OBAAGUN I,304,750,True,-1,False,True,False,False,UNKNOWN,100,3,163,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3717/ward/24535/pu/98261/98261-1677604167.pdf,"OBAAGN/COURT HALL OBAAGUN I, OBAGUN, IFELODUN, OSUN, Nigeria",8.0197744,4.6730947,0.1399714685471527,0.0815608887724966,23,29,29,0.6527895672538333,0.111,False,False,0.5384149520368037,0.122,False,False,False,1,False,0
OSUN,IFELODUN,OBAGUN,29-14-11-006,EESA SQUARE/EESA SQUARE I,258,584,True,-1,False,False,False,False,UNKNOWN,102,8,144,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3717/ward/24535/pu/98262/98262-1677604499.pdf,"EESA SQUARE/EESA SQUARE I, OBAGUN, IFELODUN, OSUN, Nigeria",7.9385058,4.6812086,0.1385530638986664,0.0817025030426742,-1,-1,-1,0.2772850285112671,0.233,False,False,0.323955793424835,0.241,False,False,False,1,False,0
OSUN,IFELODUN,OBAGUN,29-14-11-007,EESA SQUARE/EESA SQUARE II,142,479,True,-1,True,False,False,False,UNKNOWN,54,0,87,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3717/ward/24535/pu/98263/98263-1677604840.pdf,"EESA SQUARE/EESA SQUARE II, OBAGUN, IFELODUN, OSUN, Nigeria",7.9385058,4.6812086,0.1385530638986664,0.0817025030426742,-1,-1,-1,-0.1149591969868211,0.111,False,False,0.5376082856103287,0.124,False,False,False,1,False,0
OSUN,IFELODUN,OBAGUN,29-14-11-008,OKE SUURU OBAAGUN,318,823,True,-1,False,False,False,False,UNKNOWN,97,3,214,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3717/ward/24535/pu/98264/98264-1677605242.pdf,"OKE SUURU OBAAGUN, OBAGUN, IFELODUN, OSUN, Nigeria",7.9602357,4.6812086,0.1389323221997956,0.0817025030426742,-1,-1,25,0.4742177095870667,0.298,False,False,0.2195092349888996,0.307,False,False,False,1,False,0
OSUN,IFELODUN,EKOENDE/EKO AJALA,29-14-12-003,"EKO ENDE/ST ANDREW'S SCHOOL, EKO ENDE",206,528,True,-1,False,True,False,False,UNKNOWN,83,0,110,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/14/ward/12/pu/003/003-1677411795.pdf,"EKO ENDE/ST ANDREW'S SCHOOL, EKO ENDE, EKOENDE/EKO AJALA, IFELODUN, OSUN, Nigeria",7.9440969,4.5935512,0.1386506470024747,0.0801725927989365,56,55,51,0.0763706644809261,0.216,False,False,0.3499246341871518,0.221,False,False,False,1,False,0
OSUN,IFELODUN,EKOENDE/EKO AJALA,29-14-12-004,ALONG ORE/EKE ENDE HIGH SCHOOL,234,599,True,-1,False,False,False,False,UNKNOWN,86,0,136,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/14/ward/12/pu/004/004-1677381460.pdf,"ALONG ORE/EKE ENDE HIGH SCHOOL, EKOENDE/EKO AJALA, IFELODUN, OSUN, Nigeria",7.9449126,4.5934,0.1386648836531832,0.0801699538611075,56,55,51,0.1782010582720414,0.283,False,False,0.2524718052270984,0.285,False,False,False,1,False,0
OSUN,IFELODUN,EKOENDE/EKO AJALA,29-14-12-005,OSOLO SQUARE/OSOLO SQUARE I,239,527,True,-1,False,False,False,False,UNKNOWN,105,0,126,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/14/ward/12/pu/005/005-1677380632.pdf,"OSOLO SQUARE/OSOLO SQUARE I, EKOENDE/EKO AJALA, IFELODUN, OSUN, Nigeria",7.9449126,4.5934,0.1386648836531832,0.0801699538611075,56,55,51,0.1503304708955517,0.256,False,False,0.2899523369711379,0.264,False,False,False,1,False,0
OSUN,IFELODUN,EKOENDE/EKO AJALA,29-14-12-006,OSOLO SQUARE/OSOLO SQUARE II,207,565,True,-1,False,False,False,False,UNKNOWN,80,1,122,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/14/ward/12/pu/006/006-1677378536.pdf,"OSOLO SQUARE/OSOLO SQUARE II, EKOENDE/EKO AJALA, IFELODUN, OSUN, Nigeria",7.9449126,4.5934,0.1386648836531832,0.0801699538611075,56,55,51,0.1352290039010002,0.243,False,False,0.3049448157382276,0.249,False,False,False,1,False,0
OSUN,IFELODUN,EKOENDE/EKO AJALA,29-14-12-007,OLUFI VILLAGE/OLUFI VILLAGE,204,511,True,-1,True,True,False,False,UNKNOWN,90,0,113,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/14/ward/12/pu/007/007-1677385140.pdf,"OLUFI VILLAGE/OLUFI VILLAGE, EKOENDE/EKO AJALA, IFELODUN, OSUN, Nigeria",7.9449126,4.5934,0.1386648836531832,0.0801699538611075,56,55,51,0.0929912719285661,0.224,False,False,0.3386792412352276,0.23,False,False,False,1,False,0
OSUN,IFELODUN,EKOENDE/EKO AJALA,29-14-12-008,EKOAJALA/ST. MICHAEL,122,409,True,-1,False,False,False,False,UNKNOWN,43,4,71,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/14/ward/12/pu/008/008-1677379630.pdf,"EKOAJALA/ST. MICHAEL, EKOENDE/EKO AJALA, IFELODUN, OSUN, Nigeria",7.9435915,4.620825,0.1386418261084351,0.0806486104084669,-1,-1,-1,-0.0736422570675841,0.361,False,False,0.1429416394382185,0.377,False,False,False,1,False,0
OSUN,IFELODUN,EKOENDE/EKO AJALA,29-14-12-009,EKO AJALA/DISPENSARY,117,323,True,-1,False,False,False,False,UNKNOWN,46,5,61,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/14/ward/12/pu/009/009-1677379035.pdf,"EKO AJALA/DISPENSARY, EKOENDE/EKO AJALA, IFELODUN, OSUN, Nigeria",7.9442951,4.6179539,0.1386541062450521,0.0805985002603129,-1,-1,-1,-0.1269264790123602,0.332,False,False,0.1804442602080402,0.346,False,False,False,1,False,0
OSUN,IFELODUN,EKOENDE/EKO AJALA,29-14-12-010,EKO AJALA/BAALE SQUARE,154,382,True,-1,False,False,False,False,UNKNOWN,41,0,110,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/14/ward/12/pu/010/010-1677381091.pdf,"EKO AJALA/BAALE SQUARE, EKOENDE/EKO AJALA, IFELODUN, OSUN, Nigeria",7.9435915,4.620825,0.1386418261084351,0.0806486104084669,-1,-1,-1,-0.0007378349829444,0.498,False,False,-0.0032826076170667,0.497,False,False,False,1,False,0
OSUN,IFE NORTH,ASIPA/AKINLALU,29-15-01-001,"ST. JOHN'S SCHOOL I, ASIPA",345,903,True,-1,False,False,False,False,UNKNOWN,159,11,150,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/01/pu/001/001-1677390382.pdf,"ST. JOHN'S SCHOOL I, ASIPA, ASIPA/AKINLALU, IFE NORTH, OSUN, Nigeria",7.486741,4.4284181,0.1306682806940527,0.0772904764999115,-1,-1,-1,0.1607041250950338,0.34,False,False,0.1661734476849525,0.36,False,False,False,1,False,0
OSUN,IFE NORTH,ASIPA/AKINLALU,29-15-01-002,"ST. JOHN'S SCHOOL II, ASIPA",135,439,True,-1,False,False,False,False,UNKNOWN,54,5,68,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/01/pu/002/002-1677365341.pdf,"ST. JOHN'S SCHOOL II, ASIPA, ASIPA/AKINLALU, IFE NORTH, OSUN, Nigeria",7.486741,4.4284181,0.1306682806940527,0.0772904764999115,-1,-1,-1,-0.2704378336449096,0.134,False,False,0.4736010736538393,0.157,False,False,False,1,False,0
OSUN,IFE NORTH,ASIPA/AKINLALU,29-15-01-003,"POST OFFICE, ASIPA",267,728,True,-1,False,False,False,False,UNKNOWN,113,2,140,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/97178/result_39465_1677497884_thumb.jpg,"POST OFFICE, ASIPA, ASIPA/AKINLALU, IFE NORTH, OSUN, Nigeria",7.486741,4.4284181,0.1306682806940527,0.0772904764999115,-1,-1,-1,0.1589531065803941,0.308,False,False,0.2036576019830848,0.319,False,False,False,1,False,0
OSUN,IFE NORTH,ASIPA/AKINLALU,29-15-01-004,"TOWN HALL, ASIPA",296,771,True,-1,True,True,False,False,UNKNOWN,131,6,128,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/01/pu/004/004-1677389189.pdf,"TOWN HALL, ASIPA, ASIPA/AKINLALU, IFE NORTH, OSUN, Nigeria",7.486741,4.4284181,0.1306682806940527,0.0772904764999115,-1,-1,-1,0.1382152190127497,0.283,False,False,0.2486364954475718,0.29,False,False,False,1,False,0
OSUN,IFE NORTH,ASIPA/AKINLALU,29-15-01-005,OGUNDIJO VILLAGE,129,344,True,-1,False,False,False,False,UNKNOWN,62,0,62,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/01/pu/005/005-1677363735.pdf,"OGUNDIJO VILLAGE, ASIPA/AKINLALU, IFE NORTH, OSUN, Nigeria",7.3876479,4.3997248,0.1289387798330448,0.076789683941649,-1,-1,-1,-0.1286672602236325,0.322,False,False,0.1879673257618318,0.342,False,False,False,1,False,0
OSUN,IFE NORTH,ASIPA/AKINLALU,29-15-01-006,TOWN HALL AKINLALU,180,750,True,-1,False,True,False,False,UNKNOWN,71,1,103,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/01/pu/006/006-1677367290.pdf,"TOWN HALL AKINLALU, ASIPA/AKINLALU, IFE NORTH, OSUN, Nigeria",7.4647768,4.4191332,0.1302849330864862,0.077128424424193,-1,-1,-1,0.0326477070481549,0.194,False,False,0.3761654124806526,0.206,False,False,False,1,False,0
OSUN,IFE NORTH,ASIPA/AKINLALU,29-15-01-007,"ST. STEPHEN'S SCHOOL, AKINLALU",305,750,True,-1,True,False,False,False,UNKNOWN,177,5,109,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/01/pu/007/007-1677362726.pdf,"ST. STEPHEN'S SCHOOL, AKINLALU, ASIPA/AKINLALU, IFE NORTH, OSUN, Nigeria",7.4647768,4.4191332,0.1302849330864862,0.077128424424193,-1,-1,-1,0.070548088280954,0.212,False,False,0.3536731787553297,0.221,False,False,False,1,False,0
OSUN,IFE NORTH,EDUNABON  I,29-15-02-001,"COUNCIL HALL, EDUNABON",260,742,True,-1,False,True,False,False,UNKNOWN,81,9,156,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/02/pu/001/001-1677412102.pdf,"COUNCIL HALL, EDUNABON, EDUNABON  I, IFE NORTH, OSUN, Nigeria",7.5427379,4.456805,0.1316456109699628,0.0777859213693458,-1,12,13,0.3746282175392207,0.218,False,False,0.3466384918888557,0.226,False,False,False,1,False,0
OSUN,IFE NORTH,EDUNABON  I,29-15-02-003,"L.A. SCHOOL, EDUNABON",287,750,True,-1,False,False,False,False,UNKNOWN,79,5,194,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/02/pu/003/003-1677391691.pdf,"L.A. SCHOOL, EDUNABON, EDUNABON  I, IFE NORTH, OSUN, Nigeria",7.5427379,4.456805,0.1316456109699628,0.0777859213693458,-1,12,13,0.3651867860016037,0.308,False,False,0.2042281588817282,0.314,False,False,False,1,False,0
OSUN,IFE NORTH,EDUNABON  I,29-15-02-006,TONKERE ORILE/IDI OGBAGBA,91,207,True,-1,False,False,False,False,UNKNOWN,34,0,57,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3718/ward/24538/pu/98289/98289-1677487649.pdf,"TONKERE ORILE/IDI OGBAGBA, EDUNABON  I, IFE NORTH, OSUN, Nigeria",7.6151594,4.5086065,0.1329096045941958,0.0786900281018177,-1,-1,-1,-0.9584304051820356,0.005,True,True,1.2326523786804593,0.006,True,True,False,1,False,2
OSUN,IFE NORTH,EDUNABON  I,29-15-02-007,OLOBA/BALOGUN,101,241,True,-1,False,True,False,False,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/02/pu/007/007-1677409439.pdf,"OLOBA/BALOGUN, EDUNABON  I, IFE NORTH, OSUN, Nigeria",7.5829793,4.4851265,0.1323479558955748,0.0782802247934494,-1,-1,-1,1.311901889519156,0.055,False,False,-0.7111503292029618,0.045,True,False,True,-1,True,2
OSUN,IFE NORTH,EDUNABON  I,29-15-02-008,ABOJO VILLAGE,82,184,True,-1,False,False,False,False,UNKNOWN,22,0,56,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/02/pu/008/008-1677413216.pdf,"ABOJO VILLAGE, EDUNABON  I, IFE NORTH, OSUN, Nigeria",7.5829793,4.4851265,0.1323479558955748,0.0782802247934494,-1,-1,-1,0.7326760186517437,0.018,True,False,-0.9206901089707938,0.013,True,False,True,1,False,1
OSUN,IFE NORTH,EDUNABON  I,29-15-02-009,"C.A.C. SCHOOL, EDUNABON  I",151,559,True,-1,False,False,False,False,UNKNOWN,58,1,83,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/02/pu/009/009-1677366320.pdf,"C.A.C. SCHOOL, EDUNABON  I, EDUNABON  I, IFE NORTH, OSUN, Nigeria",7.5254046,4.4556387,0.1313430878147268,0.0777655655942798,-1,12,13,0.1605773207054694,0.123,False,False,-0.5558687999428842,0.114,False,False,False,1,False,0
OSUN,IFE NORTH,EDUNABON  I,29-15-02-010,"C.A.C SCHOOL, EDUNABON  II",110,289,True,-1,False,False,False,False,UNKNOWN,1,60,2,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/02/pu/010/010-1677381142.pdf,"C.A.C SCHOOL, EDUNABON  II, EDUNABON  I, IFE NORTH, OSUN, Nigeria",7.5254046,4.4556387,0.1313430878147268,0.0777655655942798,-1,12,13,0.4551697307415677,0.3,False,False,-0.2523637850078733,0.303,False,False,False,-1,True,1
OSUN,IFE NORTH,EDUNABON  II,29-15-03-001,"ST. PETER'S SCHOOL, EDUNABON",295,849,True,-1,False,False,False,False,UNKNOWN,73,3,207,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/03/pu/001/001-1677404442.pdf,"ST. PETER'S SCHOOL, EDUNABON, EDUNABON  II, IFE NORTH, OSUN, Nigeria",7.5512223,4.4488193,0.131793691685019,0.0776465446112693,-1,-1,13,1.3196438030866808,0.075,False,False,0.6481743690276192,0.088,False,False,False,1,False,0
OSUN,IFE NORTH,EDUNABON  II,29-15-03-003,OJU-OJA EDUNABON II,114,346,True,-1,False,False,False,False,UNKNOWN,43,5,62,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/03/pu/003/003-1677391094.pdf,"OJU-OJA EDUNABON II, EDUNABON  II, IFE NORTH, OSUN, Nigeria",7.5942125,4.4439365,0.1325440122211098,0.077561323674553,58,56,52,0.4260599272132718,0.094,False,False,-0.6237336324134852,0.075,False,False,False,1,False,0
OSUN,IFE NORTH,EDUNABON  II,29-15-03-004,OSASA'S COMPOUND EDUNABON I,129,395,True,-1,False,False,False,False,UNKNOWN,51,1,72,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/03/pu/004/004-1677416339.pdf,"OSASA'S COMPOUND EDUNABON I, EDUNABON  II, IFE NORTH, OSUN, Nigeria",7.5942125,4.4439365,0.1325440122211098,0.077561323674553,58,56,52,0.3275682760418928,0.075,False,False,-0.6611961480228888,0.059,False,False,False,1,False,0
OSUN,IFE NORTH,EDUNABON  II,29-15-03-006,EJEMU VILLAGE,109,305,True,-1,False,False,False,False,UNKNOWN,36,0,69,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/03/pu/006/006-1677391983.pdf,"EJEMU VILLAGE, EDUNABON  II, IFE NORTH, OSUN, Nigeria",7.5128574,4.372894,0.1311240978628206,0.0763213981407049,10,11,12,0.5825931945348405,0.008,True,False,-1.055792505616839,0.003,True,False,True,1,False,1
OSUN,IFE NORTH,EDUNABON  II,29-15-03-007,MOROYIN/OGBIGBI,122,437,True,-1,False,False,False,False,UNKNOWN,43,0,77,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/03/pu/007/007-1677391289.pdf,"MOROYIN/OGBIGBI, EDUNABON  II, IFE NORTH, OSUN, Nigeria",7.5942125,4.4439365,0.1325440122211098,0.077561323674553,58,56,52,0.273027943254477,0.068,False,False,-0.6799300279661784,0.057,False,False,False,1,False,0
OSUN,IFE NORTH,EDUNABON  II,29-15-03-008,"ELERIN I,II &  III",84,167,True,-1,True,False,False,False,UNKNOWN,37,1,41,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/03/pu/008/008-1677390126.pdf,"ELERIN I,II &  III, EDUNABON  II, IFE NORTH, OSUN, Nigeria",7.5942125,4.4439365,0.1325440122211098,0.077561323674553,58,56,52,0.5869360721621831,0.123,False,False,-0.54507821855282,0.121,False,False,False,1,False,0
OSUN,IFE NORTH,EDUNABON  II,29-15-03-009,APESIKITI/ALAWIYE,98,177,True,-1,False,False,False,False,UNKNOWN,26,1,70,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/03/pu/009/009-1677395587.pdf,"APESIKITI/ALAWIYE, EDUNABON  II, IFE NORTH, OSUN, Nigeria",7.5942125,4.4439365,0.1325440122211098,0.077561323674553,58,56,52,0.3483961011458703,0.08,False,False,-0.6537031184482414,0.064,False,False,False,1,False,0
OSUN,IFE NORTH,EDUNABON  II,29-15-03-010,"EMMANUEL C & S PRY. SCHOOL, EDUNABON",274,644,True,-1,False,False,False,False,UNKNOWN,125,0,118,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/03/pu/010/010-1677389672.pdf,"EMMANUEL C & S PRY. SCHOOL, EDUNABON, EDUNABON  II, IFE NORTH, OSUN, Nigeria",7.5427379,4.456805,0.1316456109699628,0.0777859213693458,-1,12,13,0.1801958250956954,0.127,False,False,0.4890295100951901,0.152,False,False,False,1,False,0
OSUN,IFE NORTH,FAMIA,29-15-04-001,"ST. MARTIN'S SCHOOL, EGBEDA",136,342,True,-1,False,True,False,False,UNKNOWN,42,0,91,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/04/pu/001/001-1677393700.pdf,"ST. MARTIN'S SCHOOL, EGBEDA, FAMIA, IFE NORTH, OSUN, Nigeria",7.4138127,4.4374231,0.1293954417411706,0.0774476433990535,59,57,53,-0.0401672171389467,0.255,False,False,0.2896435561671966,0.266,False,False,False,1,False,0
OSUN,IFE NORTH,FAMIA,29-15-04-002,"OKUN-OMONI GRAMMAR SCHOOL, OKUU",277,780,True,-1,False,False,False,False,UNKNOWN,127,0,132,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/04/pu/002/002-1677394289.pdf,"OKUN-OMONI GRAMMAR SCHOOL, OKUU, FAMIA, IFE NORTH, OSUN, Nigeria",7.3750343,4.4234338,0.1287186309825152,0.0772034840540043,-1,-1,-1,-0.04722856985193,0.446,False,False,-0.0744974408410532,0.444,False,False,False,1,False,0
