Date,Product,Predicted_Checkins
2025-03-28,ReconXi,62.196625
2025-03-28,Delve,58.506708333333336
2025-03-28,Telex,65.98516666666666
2025-03-28,Outbound AI,61.994416666666666
2025-03-28,Backend.IM,107.97345833333334
2025-03-28,Resolve,55.672250000000005
2025-03-28,Genz,41.909666666666666
2025-03-28,TechiesMatch,112.45241666666666
2025-03-28,ShopDesk,108.19175
2025-03-28,Gradific,45.104125
